ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES-PV_2017-10-05.seg9.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Negative	mixed negative	1.374	1	11	14	1	
ParlaMint-ES-PV_2017-10-05.seg9.s3	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.080	1	4	6	0	
ParlaMint-ES-PV_2017-10-05.seg9.s4	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	1.739	1	0	1	0	
ParlaMint-ES-PV_2017-10-05.seg9.s5	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	2.043	1	2	3	0	
ParlaMint-ES-PV_2017-10-05.seg9.s6	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	1.739	1	0	1	0	
ParlaMint-ES-PV_2017-10-05.seg9.s7	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	2.704	1	1	2	0	
ParlaMint-ES-PV_2017-10-05.seg9.s8	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	2.455	1	2	3	1	
ParlaMint-ES-PV_2017-10-05.seg9.s9	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	1.739	1	0	1	0	
ParlaMint-ES-PV_2017-10-05.seg9.s10	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.220	1	4	6	0	
ParlaMint-ES-PV_2017-10-05.seg9.s11	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	2.306	1	4	7	1	
ParlaMint-ES-PV_2017-10-05.seg10.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.402	1	9	14	1	
ParlaMint-ES-PV_2017-10-05.u1	ParlaMint-ES-PV_2017-10-05	u	Multilingual	-	-	-	39	1675	1859	48	
ParlaMint-ES-PV_2017-10-05.seg11.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	4.063	1	7	11	0	
ParlaMint-ES-PV_2017-10-05.seg12.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	4.023	1	110	122	1	
ParlaMint-ES-PV_2017-10-05.seg13.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.890	1	96	105	2	
ParlaMint-ES-PV_2017-10-05.seg13.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.644	1	28	31	0	
ParlaMint-ES-PV_2017-10-05.seg14.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	4.325	1	67	75	0	
ParlaMint-ES-PV_2017-10-05.seg15.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.154	1	40	42	1	
ParlaMint-ES-PV_2017-10-05.seg15.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.019	1	27	29	0	
ParlaMint-ES-PV_2017-10-05.seg16.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.932	1	9	10	0	
ParlaMint-ES-PV_2017-10-05.seg16.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.856	1	13	14	0	
ParlaMint-ES-PV_2017-10-05.seg16.s3	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.092	1	37	41	2	
ParlaMint-ES-PV_2017-10-05.seg16.s4	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	4.400	1	32	33	1	
ParlaMint-ES-PV_2017-10-05.seg16.s5	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.705	1	33	35	0	
ParlaMint-ES-PV_2017-10-05.seg17.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.369	1	50	56	4	
ParlaMint-ES-PV_2017-10-05.seg18.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral negative	2.282	1	37	44	1	
ParlaMint-ES-PV_2017-10-05.seg18.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	positive	4.658	1	103	109	5	
ParlaMint-ES-PV_2017-10-05.seg19.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.534	1	58	67	1	
ParlaMint-ES-PV_2017-10-05.seg19.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	0.666	1	19	21	0	
ParlaMint-ES-PV_2017-10-05.seg19.s3	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.487	1	27	32	0	
ParlaMint-ES-PV_2017-10-05.seg20.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.869	1	40	44	0	
ParlaMint-ES-PV_2017-10-05.seg21.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	1.446	1	48	52	1	
ParlaMint-ES-PV_2017-10-05.seg22.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.085	1	129	143	6	
ParlaMint-ES-PV_2017-10-05.seg22.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	1.055	1	16	18	0	
ParlaMint-ES-PV_2017-10-05.seg23.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	1.091	1	36	40	0	
ParlaMint-ES-PV_2017-10-05.seg23.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	1.286	1	31	33	1	
ParlaMint-ES-PV_2017-10-05.seg24.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	0.606	1	47	53	3	
ParlaMint-ES-PV_2017-10-05.seg24.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	0.893	1	53	61	3	
ParlaMint-ES-PV_2017-10-05.seg25.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	2.507	1	42	50	3	
ParlaMint-ES-PV_2017-10-05.seg25.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	negative	0.203	1	61	67	5	
ParlaMint-ES-PV_2017-10-05.seg25.s3	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	negative	0.481	1	11	13	1	
ParlaMint-ES-PV_2017-10-05.seg26.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.315	1	44	49	1	
ParlaMint-ES-PV_2017-10-05.seg26.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral negative	1.980	1	18	24	0	
ParlaMint-ES-PV_2017-10-05.seg26.s3	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	4.278	1	54	58	0	
ParlaMint-ES-PV_2017-10-05.seg27.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Negative	mixed negative	0.728	1	58	64	2	
ParlaMint-ES-PV_2017-10-05.seg28.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral negative	2.013	1	20	23	0	
ParlaMint-ES-PV_2017-10-05.seg28.s2	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral negative	1.681	1	35	38	0	
ParlaMint-ES-PV_2017-10-05.seg28.s3	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Neutral	neutral postive	3.486	1	17	19	0	
ParlaMint-ES-PV_2017-10-05.seg28.s4	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	3.869	1	71	78	3	
ParlaMint-ES-PV_2017-10-05.seg29.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	mixed positive	3.931	1	49	52	1	
ParlaMint-ES-PV_2017-10-05.seg30.s1	ParlaMint-ES-PV_2017-10-05.u1	s	Euskara	Positive	positive	4.807	1	2	3	0	
ParlaMint-ES-PV_2017-10-05.u110	ParlaMint-ES-PV_2017-10-05	u	Euskara	-	-	-	5	41	58	3	
ParlaMint-ES-PV_2017-10-05.seg840.s1	ParlaMint-ES-PV_2017-10-05.u110	s	Euskara	Positive	mixed positive	3.569	1	4	6	0	
ParlaMint-ES-PV_2017-10-05.seg841.s1	ParlaMint-ES-PV_2017-10-05.u110	s	Euskara	Neutral	neutral postive	3.345	1	18	21	3	
ParlaMint-ES-PV_2017-10-05.seg841.s2	ParlaMint-ES-PV_2017-10-05.u110	s	Euskara	Neutral	neutral postive	3.282	1	2	3	0	
ParlaMint-ES-PV_2017-10-05.seg842.s1	ParlaMint-ES-PV_2017-10-05.u110	s	Euskara	Neutral	neutral postive	3.305	1	6	8	0	
ParlaMint-ES-PV_2017-10-05.seg842.s2	ParlaMint-ES-PV_2017-10-05.u110	s	Euskara	Positive	mixed positive	4.007	1	11	20	0	
ParlaMint-ES-PV_2017-10-05.u111	ParlaMint-ES-PV_2017-10-05	u	Multilingual	-	-	-	11	257	296	15	
ParlaMint-ES-PV_2017-10-05.seg843.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Positive	mixed positive	3.853	1	6	8	0	
ParlaMint-ES-PV_2017-10-05.seg844.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral postive	2.949	1	6	8	0	
ParlaMint-ES-PV_2017-10-05.seg845.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral postive	2.684	1	16	18	1	
ParlaMint-ES-PV_2017-10-05.seg846.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Negative	mixed negative	0.942	1	30	34	2	
ParlaMint-ES-PV_2017-10-05.seg847.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Positive	mixed positive	4.003	1	35	41	3	
ParlaMint-ES-PV_2017-10-05.seg848.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral negative	2.264	1	14	18	1	
ParlaMint-ES-PV_2017-10-05.seg849.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral negative	1.727	1	39	41	2	
ParlaMint-ES-PV_2017-10-05.seg850.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral negative	2.258	1	87	96	4	
ParlaMint-ES-PV_2017-10-05.seg850.s2	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral postive	2.541	1	11	16	2	
ParlaMint-ES-PV_2017-10-05.seg851.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral postive	2.562	1	8	10	0	
ParlaMint-ES-PV_2017-10-05.seg852.s1	ParlaMint-ES-PV_2017-10-05.u111	s	Euskara	Neutral	neutral postive	2.840	1	5	6	0	
