Country	Role	ID	From	To	Init	Name
IT	politicalGroup	group.AP-CpE-NCD	2017-05-09	2018-03-22	AP-CpE-NCD	Alternativa Popolare - Centristi per l'Europa - NCD
IT	politicalGroup	group.GAL.GS.LA-nS.MpA.NPSI.PpI	2014-11-25	2015-04-07	GAL (GS, LA-nS, MpA, NPSI, PpI)	Grandi Autonomie e Libertà (Grande Sud, Libertà e Autonomia-noi SUD, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia)
IT	politicalGroup	group.Misto	1946-06-25	-	Misto	Misto
IT	politicalGroup	group.L-SP	2018-03-23	2018-07-29	L-SP	Lega-Salvini Premier
IT	politicalGroup	group.Aut.SVP.UV.PATT.UPT.PSI-MAIE	2013-07-10	2018-03-22	Aut (SVP, UV, PATT, UPT)-PSI-MAIE	Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE
IT	politicalGroup	group.FI-PdL.XVII	2013-11-20	2018-03-22	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura
IT	politicalGroup	group.NCD	2013-11-15	2014-12-10	NCD	Nuovo Centrodestra
IT	politicalGroup	group.Aut.SVP.UV.PATT.UPT.PSI	2013-03-15	2013-07-09	Aut (SVP, UV, PATT, UPT) - PSI	Per le Autonomie (SVP, UV, PATT, UPT) - PSI
IT	politicalGroup	group.GAL.GS.MpA	2015-06-17	2015-08-04	GAL (GS, MpA, NPSI, PpI, IdV, VGF, FV)	Grandi Autonomie e Libertà (Grande Sud, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia, Italia dei Valori, Vittime della Giustizia e del Fisco, Federazione dei Verdi)
IT	politicalGroup	group.FI-BP	2018-03-23	2019-12-10	FI-BP	Forza Italia-Berlusconi Presidente
IT	politicalGroup	group.L-SP-PSd.Az	2018-07-30	-	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione
IT	politicalGroup	group.M5S.2	2018-03-23	-	M5S.2	MoVimento 5 Stelle
IT	politicalGroup	group.PdL	2008-04-29	2013-11-19	PdL	Il Popolo della Libertà
IT	politicalGroup	group.Aut.SVP-PATT.UV	2018-03-23	-	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)
IT	politicalGroup	group.GAL	2013-03-20	2014-11-24	GAL	Grandi Autonomie e Libertà
IT	politicalGroup	group.IV-PSI	2019-09-18	-	IV-PSI	Italia Viva - P.S.I.
IT	politicalGroup	group.GAL.DI.Id	2017-05-16	2017-05-24	GAL (DI, Id, GS, M, MPL, RI, E-E)	Grandi Autonomie e Libertà (Direzione Italia, Idea, Grande Sud, Moderati, M.P.L. - Movimento politico Libertas, Riscossa Italia, Euro-Exit)
IT	politicalGroup	group.PI	2013-11-27	2014-12-18	PI	Per l'Italia
IT	politicalGroup	group.AL-A	2016-06-21	2016-12-06	AL-A	Alleanza Liberalpopolare-Autonomie
IT	politicalGroup	group.GAL.GS.PpI.M.MBI.Id.E-E	2016-01-14	2016-02-15	GAL (GS, PpI, M, MBI, Id, E-E)	Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Movimento Base Italia, Idea, Euro-Exit)
IT	politicalGroup	group.ALA	2017-11-22	2018-01-04	ALA	ALA - Alleanza Liberalpopolare Autonomie
IT	politicalGroup	group.Art.1-MDP	2017-02-28	2017-12-12	Art.1-MDP	Articolo 1 - Movimento democratico e progressista
LV	politicalParty	party.AP	-	-	AP	Attīstībai/Par!
LV	politicalParty	party.NA	-	-	NA	Nacionālā apvienība Visu Latvijai!–Tēvzemei un Brīvībai/LNNK
LV	politicalParty	party.JV	-	-	JV	JAUNĀ VIENOTĪBA
LV	politicalParty	party.JK	-	-	JK	Jaunā konservatīvā
LV	politicalParty	party.SASKAŅA	-	-	SASKAŅA	SASKAŅA
LV	politicalParty	party.KPV-LV	-	-	KPV-LV	Kam pieder valsts?
LV	politicalParty	party.ZZS	-	-	ZZS	Zaļo un Zemnieku savienība
LV	politicalParty	party.SAKAŅA	-	-	SAKAŅA	SAKAŅA
LV	politicalParty	party.VIENOTĪBA	-	-	VIENOTĪBA	VIENOTĪBA
LV	politicalParty	party.LRA	-	-	LRA	Latvijas Reģionu apvienība
LV	politicalParty	party.NSL	-	-	NSL	No sirds Latvijai
NL	politicalParty	party.SP	-	-	SP	Socialistische Partij
NL	politicalParty	party.PvdA	-	-	PvdA	Partij van de Arbeid
NL	politicalParty	party.CDA	-	-	CDA	Christen-Democratisch Appèl
NL	politicalParty	party.VVD	-	-	VVD	Volkspartij voor Vrijheid en Democratie
NL	politicalParty	party.PvdD	-	-	PvdD	Partij voor de Dieren
NL	politicalParty	party.PVV	-	-	PVV	Partij voor de Vrijheid
NL	politicalParty	party.GroenLinks	-	-	GL	GroenLinks
NL	politicalParty	party.SGP	-	-	SGP	Staatkundig Gereformeerde Partij
NL	politicalParty	party.D66	-	-	D66	Democraten 66
NL	politicalParty	party.ChristenUnie	-	-	CU	ChristenUnie
NL	politicalParty	party.50PLUS	-	-	50PLUS	50PLUS
NL	politicalParty	party.OSF	-	-	OSF	Onafhankelijke Senaatsfractie
NL	politicalParty	party.GroepKuzu-Öztürk	-	-	GKÖ	Groep Kuzu/Öztürk
NL	politicalParty	party.VanVliet	-	-	Van Vliet	Fractie Van Vliet
NL	politicalParty	party.GroepBontes-VanKlaveren	-	-	Bontes/Van Klaveren	Groep Bontes/Van Klaveren
NL	politicalParty	party.Houwers	-	-	Houwers	Fractie Houwers
NL	politicalParty	party.DeLange	-	-	De Lange	Fractie De Lange
NL	politicalParty	party.Monasch	-	-	Monasch	Fractie Monasch
NL	politicalParty	party.Klein	-	-	Klein	Fractie Klein
NL	politicalParty	party.Bontes	-	-	Bontes	Fractie Bontes
NL	politicalParty	party.DENK	-	-	DENK	DENK
NL	politicalParty	party.VanHaga	-	-	Van Haga	Fractie Van Haga
NL	politicalParty	party.FvD	-	-	FvD	Forum voor Democratie
NL	politicalParty	party.vanPareren	-	-	vanPareren	Fractie van Pareren
NL	politicalParty	party.vKA	-	-	vKA	Lid Van Kooten-Arissen
NL	politicalParty	party.GKVK	-	-	GKVK	Groep-Krol/Van Kooten-Arissen
NL	politicalParty	party.VanKooten-Arissen	-	-	Van Kooten-Arissen	Fractie Van Kooten-Arissen
NL	politicalParty	party.Krol	-	-	Krol	Fractie Krol
NL	politicalParty	party.NieuweWegen	-	-	Nieuwe Wegen	Partij Nieuwe Wegen
PL	politicalParty	party.PiS	-	-	PiS	Klub Parlamentarny Prawo i Sprawiedliwość
PL	politicalParty	party.KO	-	-	KO	Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni
PL	politicalParty	party.Lewica	-	-	Lewica	Koalicyjny Klub Parlamentarny Lewicy (Razem, Sojusz Lewicy Demokratycznej, Wiosna Roberta Biedronia)
PL	politicalParty	party.KP-PSL	-	-	KP-PSL	Klub Parlamentarny Koalicja Polska - Polskie Stronnictwo Ludowe - Kukiz15
PL	politicalParty	party.Konfederacja	-	-	Konfederacja	Konfederacja
PL	politicalParty	party.Kukiz15	-	-	Kukiz'15	Klub Parlamentarny Kukiz'15
PL	politicalParty	party.Niezrzeszeni	-	-	Niezrzeszeni	Posłowie i senatorowie niezrzeszeni
PL	politicalParty	party.PrzywrócićPrawo	-	-	Przywrócić Prawo	Koło Poselskie Przywrócić Prawo
PL	politicalParty	party.Teraz	-	-	Teraz!	Koło Poselskie Teraz!
PL	politicalParty	party.UPR	-	-	UPR	Koło Poselskie Unia Polityki Realnej
SI	politicalParty	party.PS	2011-10-22	-	PS	Pozitivna Slovenija
SI	politicalParty	party.DL	2012-04-24	-	DL	Državljanska lista
SI	politicalParty	party.DeSUS	1991-05-30	-	DeSUS	Demokratična stranka upokojencev Slovenije
SI	politicalParty	party.Levica.1	2014-03-01	2017-06-24	Levica	Združena levica
SI	politicalParty	party.Levica.2	2017-06-24	-	Levica	Levica
SI	politicalParty	party.LMŠ	2014-05-31	-	LMŠ	Lista Marjana Šarca
SI	politicalParty	party.NSi	2000-08-04	-	NSi	Nova Slovenija – Krščanski demokrati
SI	politicalParty	party.SD	2005-04-02	-	SD	Socialni demokrati
SI	politicalParty	party.SDS.2	2003-09-19	-	SDS	Slovenska demokratska stranka
SI	politicalParty	party.SMC.1	2014-06-02	2015-03-07	SMC	Stranka Mira Cerarja
SI	politicalParty	party.SMC.2	2015-03-07	-	SMC	Stranka modernega centra
SI	politicalParty	party.SNS	1991-03-17	-	SNS	Slovenska nacionalna stranka
SI	politicalParty	party.ZaAB	2014-05-31	2016-05-21	ZaAB	Zavezništvo Alenke Bratušek
SI	politicalParty	party.ZaSLD	2016-05-21	2017-10-07		Zavezništvo socialno-liberalnih demokratov
SI	politicalParty	party.SAB	2017-10-07	-	SAB	Stranka Alenke Bratušek
TR	politicalParty	party.AKP	2001-08-14	-	AKP AK Party	Adalet ve Kalkınma Partisi
TR	politicalParty	party.ANAP	1983-05-20	2009-11-01	ANAP	Anavatan Partisi
TR	politicalParty	party.CHP	1923-09-09	-	CHP	Cumhuriyet Halk Partisi
TR	politicalParty	party.DSP	1985-11-14	-	DSP	Demokratik Sol Parti
TR	politicalParty	party.DYP	1983-01-01	-	DYP	Doğru Yol Partisi
TR	politicalParty	party.FAZILET	1997-01-01	2001-01-01	FAZILET	Fazilet Partisi
TR	politicalParty	party.HDP	2012-10-15	-	HDP	Halkların Demokratik Partisi
TR	politicalParty	party.IYI	2017-10-25	-	IYI	İYİ Parti
TR	politicalParty	party.MHP	1969-02-09	-	MHP	Milliyetçi Hareket Partisi
TR	politicalParty	party.ANA	2014-01-01	2015-12-19	ANA	Anadolu Partisi
TR	politicalParty	party.BDP	2008-05-03	2014-07-01	BDP	Barış ve Demokrasi Partisi
TR	politicalParty	party.BBP	1993-01-29	-	BBP	Büyük Birlik Partisi
TR	politicalParty	party.DP	1983-01-01	-	DP	Demokrat Parti
TR	politicalParty	party.DEVA	2020-03-09	-	DEVA	Demokrasi ve Atılım Partisi
TR	politicalParty	party.eParti	2014-01-01	-	eParti	Elektronik Demokrasi Partisi
TR	politicalParty	party.MEP	2014-01-01	-	MEP	Merkez Parti
TR	politicalParty	party.TiP	2017-11-07	-	TiP	Türkiye İşçi Partisi
TR	politicalParty	party.SAADET	2001-07-20	-	SAADET	Saadet Partisi
TR	politicalParty	party.YP	2020-01-01	-	YP	Yenilik Partisi
