ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	SE	-	1611	PIRAT	2014	5.0	5.2	-	-	4.4	-	-	8.1	1	-	-	3.5	-	-	-	6.1	1	5.4	2014	-	4.7	2.2	3.2	-	-	-	2.1	-	3.2	4.2	2.5	-	-	-	4.3	-	3.2	-	4.1	-	3.7	-	4.8	4.7	1	22	9	1.2	-	-	8.4	-	0.0	-	1.5	-	-	5.2	-	2	16	1	-	-	2.2	1.2	-	-	-	5.2	-	4	-	1.3	-	0	-	1.5	5.2	-	3.9	-	-	-	0.4	2020.1
1999-2019	SE	C	1603	C	1999	5.7	5.7	-	-	-	-	-	-	-	-	11810	-	-	-	-	-	1	-	1998	-	-	6	-	-	-	3.8	-	-	-	4.8	4.4	-	4	5.7	4	2	3.7	-	-	-	3.7	-	4.4	-	1	9	11	7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.2	-	-	-	-	-	-	-	-	5.1	2020.1
1999-2019	SE	C	1603	C	2002	5.6	5.6	-	-	-	-	-	-	-	-	11810	-	-	-	-	-	1	-	2002	-	-	6	-	-	3.9	4.7	-	-	-	5.2	4.4	-	4.4	5.7	3.2	-	3.5	-	4.2	-	4.4	-	4.7	-	1	12	11	6.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.3	-	-	-	-	-	-	-	-	6.2	2020.1
1999-2019	SE	C	1603	C	2006	6.3	7.2	-	-	-	-	-	-	6.2	7	11810	-	5.1	3.8	6.8	7.2	1	-	2006	-	-	6.3	4.7	4.3	-	-	-	-	-	6.1	4.3	-	-	-	4.7	-	5.4	-	6.1	-	5.5	-	5.2	5.7	1	11	11	5.4	-	-	-	-	0.5	-	5.6	6.6	-	-	-	-	-	-	-	-	6	-	-	-	5.8	6.2	6.4	2.5	5.2	3.7	-	8.3	6.7	3.3	7.1	7.1	6.8	7.4	5.1	4.6	7.9	2020.1
1999-2019	SE	C	1603	C	2010	7.0	7.3	-	-	-	-	-	-	6.2	5.7	11810	-	-	-	7.3	7.5	1	-	2010	6.4	4.2	5.5	4.8	4.1	-	-	1.2	-	-	5.8	4.1	-	-	-	4.7	-	5.5	-	6.1	-	5.7	-	5.3	5.9	1	15	11	5	-	-	-	-	1.0	-	4.5	4.8	5.1	2.9	-	-	-	-	-	4.6	4.4	-	-	-	5.9	6.1	6	2.9	4.1	3.7	-	6.6	5.3	3	7.4	7.1	6.4	6.1	-	-	6.6	2020.1
1999-2019	SE	C	1603	C	2014	7.2	7.7	-	-	7.5	-	-	2.1	4.7	-	11810	1.9	-	-	-	8.1	1	7.4	2014	-	3.7	6.5	3.3	-	-	-	1.3	-	3.4	5	4.2	-	-	-	5	-	5.1	-	5.5	-	5.4	-	4.0	5.4	1	22	11	3.0	-	-	5.8	-	0.5	-	1.9	-	-	3.3	-	13	5	18	-	-	2.6	3	-	-	-	6.2	-	3	-	2.2	-	6.3	-	2	6.7	-	6.9	-	-	-	6.1	2020.1
1999-2019	SE	C	1603	C	2019	6.8	8.0	2.2	2.1	7.4	-	1.7	1.9	4.6	-	11810	0.9	-	-	-	8.7	1	7.2	2018	7.4	3.9	10.8	2.4	-	-	4.5	-	2.9	3.8	5	2.7	-	-	-	-	-	3.8	-	6.4	-	6.1	-	4.5	-	1	17	11	2.2	1.6	1.2	7.6	-	0.0	2.1	1.9	7.8	-	-	6.1	-	-	-	2.2	7.2	2.5	2	3.1	2.1	5.3	6.8	-	3.6	-	2	2.6	8.9	-	0.8	7.6	-	7.4	-	-	-	8.6	2020.1
1999-2019	SE	KD	1606	KD	1999	7.2	6.7	-	-	-	-	-	-	-	-	11520	-	-	-	-	-	1	-	1998	-	-	7.6	-	-	-	5.4	-	-	-	4.8	3.6	-	4.2	6.2	5	3.6	5.3	-	-	-	5.7	-	5	-	1	9	4	8.1	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-	-	-	-	-	11.8	2020.1
1999-2019	SE	KD	1606	KD	2002	7.2	6.9	-	-	-	-	-	-	-	-	11520	-	-	-	-	-	1	-	2002	-	-	7.6	-	-	2.3	5.5	-	-	-	4.3	4.2	-	4.1	5.6	4.3	-	4.1	-	5.3	-	5.9	-	5.3	-	1	12	4	7.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.5	-	-	-	-	-	-	-	-	9.1	2020.1
1999-2019	SE	KD	1606	KD	2006	6.9	6.9	-	-	-	-	-	-	7.3	7.4	11520	-	5.5	3.9	6.1	7	1	-	2006	-	-	5.7	4.8	4.3	-	-	-	-	-	5.4	4.2	-	-	-	4.5	-	5.2	-	5.9	-	5.8	-	3.9	5.6	1	11	4	7.6	-	-	-	-	0.5	-	5	6.3	-	-	-	-	-	-	-	-	6.8	-	-	-	5.7	5.7	5.3	4.8	8.3	7.8	-	6.9	8.6	7.2	6.9	6.7	5.4	5.6	6.2	4.8	6.6	2020.1
1999-2019	SE	KD	1606	KD	2010	7.1	7.1	-	-	-	-	-	-	7	6.6	11520	-	-	-	6.8	7.2	1	-	2010	4.9	5.2	4.7	4.6	4.4	-	-	1.2	-	-	5.4	3.7	-	-	-	4.8	-	5.7	-	5.9	-	5.9	-	5.8	5.7	1	15	4	7	-	-	-	-	1.0	-	4.6	5	5.2	3.3	-	-	-	-	-	5.1	5.2	-	-	-	5.9	6.1	4.3	3.8	7.3	7.1	-	5.4	7.5	6.4	7.1	7.1	5.2	4.4	-	-	5.6	2020.1
1999-2019	SE	KD	1606	KD	2014	7.5	7.2	-	-	6.2	-	-	2.1	6.8	-	11520	1.9	-	-	-	7.1	1	6.8	2014	-	5.8	5.9	3.9	-	-	-	1.2	-	3.5	4.6	3.1	-	-	-	5	-	5.4	-	5.6	-	5.9	-	4	5	1	22	4	7.0	-	-	7.0	-	0.5	-	2.6	-	-	3.3	-	13	16	15	-	-	3.8	4.6	-	-	-	6.1	-	5.1	-	6.7	-	4.6	-	6.3	6.2	-	5.2	-	-	-	4.6	2020.1
1999-2019	SE	KD	1606	KD	2019	7.8	7.2	3	2.8	6.1	-	3.5	3.4	8.2	-	11520	1	-	-	-	7.6	1	6.8	2018	4.2	6.1	8.6	4.8	-	-	4.6	-	3.7	3.5	4.5	2.2	-	-	-	-	-	3.8	-	6.4	-	5.8	-	4.4	-	1	17	4	7.1	3.1	2.5	7.8	-	0.0	3.8	7.8	7.6	-	-	6.6	-	-	-	3.2	7.3	7.2	6.2	2.7	3.4	4.9	6.3	-	5	-	6.1	2.8	6.3	-	5.1	6.8	-	5.2	-	-	-	6.3	2020.1
1999-2019	SE	L	1604	L	2019	6.5	7.1	2.2	2	7	-	1.6	1.8	6.3	-	11420	0.9	-	-	-	8	1	6.9	2018	5.1	5.4	4.1	3.4	-	-	5.3	-	0.9	4.8	4.8	1.3	-	-	-	-	-	5.5	-	6.9	-	6.9	-	7.4	-	1	17	3	3.2	1.5	2.1	6.3	-	0.0	3.4	4.5	6.5	-	-	6.4	-	-	-	3.2	6.6	4.5	2.5	3	1.7	5.3	6.2	-	4.9	-	1.7	3	5.7	-	1	7.2	-	3.9	-	-	-	5.5	2020.1
1999-2019	SE	M	1605	M	1999	7.7	8.3	-	-	-	-	-	-	-	-	11620	-	-	-	-	-	1	-	1998	-	-	20.7	-	-	-	4.8	-	-	-	3.8	2.2	-	3	5.6	4.2	5	6.1	-	-	-	6.1	-	5.9	-	1	9	2	6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23.5	-	-	-	-	-	-	-	-	22.9	2020.1
1999-2019	SE	M	1605	M	2002	7.8	8.6	-	-	-	-	-	-	-	-	11620	-	-	-	-	-	1	-	2002	-	-	20.7	-	-	3.1	5.8	-	-	-	4.1	2.5	-	3.3	5	4.5	-	5.9	-	6.3	-	6.3	-	6.9	-	1	12	2	4.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.8	-	-	-	-	-	-	-	-	15.3	2020.1
1999-2019	SE	M	1605	M	2006	7.6	7.9	-	-	-	-	-	-	7.8	7.8	11620	-	4.1	3.9	7.6	8.1	1	-	2006	-	-	18.2	4.9	4.1	-	-	-	-	-	5.1	2.4	-	-	-	4.6	-	5.8	-	6.4	-	6.2	-	4.8	5.8	1	11	2	6	-	-	-	-	0.5	-	5.7	6.7	-	-	-	-	-	-	-	-	6.2	-	-	-	6.4	6.8	5	5.9	4.8	3.6	-	27.8	6.3	3.8	7.8	7.7	2.9	5	6.6	6.4	26.1	2020.1
1999-2019	SE	M	1605	M	2010	7.3	7.5	-	-	-	-	-	-	7.1	6.9	11620	-	-	-	7	7.3	1	-	2010	4.6	5.9	18.8	4.5	4.1	-	-	1.1	-	-	5.1	2.3	-	-	-	4.6	-	5.9	-	6.3	-	6.3	-	6.4	6	1	15	2	5.2	-	-	-	-	1.0	-	5.4	5	5.9	2.8	-	-	-	-	-	4.6	4.3	-	-	-	6.1	6.4	3.8	5.2	3.9	3.5	-	30.7	5.1	3.2	7.6	8	3	3.4	-	-	30.1	2020.1
1999-2019	SE	M	1605	M	2014	7.4	7.7	-	-	8.5	-	-	1.7	6.5	-	11620	1.8	-	-	-	7.5	1	7.4	2014	-	6.2	13.7	3.9	-	-	-	1.1	-	4.1	4.7	2.5	-	-	-	5.1	-	5.9	-	6.4	-	6.4	-	4.8	5.6	1	22	2	4.7	-	-	4.7	-	0.5	-	2.6	-	-	2.5	-	13	5	17	-	-	3.3	3.9	-	-	-	6.7	-	6.1	-	3.1	-	24.1	-	3.2	6.8	-	3.4	-	-	-	23.3	2020.1
1999-2019	SE	M	1605	M	2019	7.7	7.7	3.2	3	7.5	-	2.6	2.2	8.6	-	11620	1	-	-	-	8.2	1	7.6	2018	4.2	6.5	16.8	5	-	-	4.6	-	3.4	3.8	4.1	2	-	-	-	-	-	4	-	6.5	-	6.1	-	4.9	-	1	17	2	5.9	3.2	4.4	6.3	-	0.0	4	8	7.5	-	-	7.7	-	-	-	3.6	7.2	6.8	5.5	2.5	2.6	5.3	7.2	-	5.3	-	3.1	3.2	20.1	-	2.8	8.4	-	4.1	-	-	-	19.8	2020.1
1999-2019	SE	MP	1607	MP	1999	3.2	3.2	-	-	-	-	-	-	-	-	11110	-	-	-	-	-	1	-	1998	-	-	9.5	-	-	-	3.3	-	-	-	3.8	1.4	-	4	6.9	4.1	1.4	1.4	-	-	-	1.3	-	6.2	-	1	9	7	2.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.6	-	-	-	-	-	-	-	-	4.5	2020.1
1999-2019	SE	MP	1607	MP	2002	3.3	3.8	-	-	-	-	-	-	-	-	11110	-	-	-	-	-	1	-	2002	-	-	9.5	-	-	1.9	2.7	-	-	-	4	1.2	-	4.1	6	1.9	-	1.3	-	2.2	-	1.8	-	6.1	-	1	12	7	2.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.9	-	-	-	-	-	-	-	-	4.6	2020.1
1999-2019	SE	MP	1607	MP	2006	3.3	3.3	-	-	-	-	-	-	2.8	5.9	11110	-	3.5	5.2	5	3.9	1	-	2006	-	-	6	2.8	5.1	-	-	-	-	-	4.7	2.5	-	-	-	3.4	-	1.7	-	3.2	-	2.0	-	5.2	5.9	1	11	7	2.8	-	-	-	-	0.0	-	2.3	6.3	-	-	-	-	-	-	-	-	2.2	-	-	-	6.7	2.6	5.9	3.9	2.9	1.6	-	5.4	6.7	3.2	2.6	6.9	4.8	5.1	1.6	6.7	5.2	2020.1
1999-2019	SE	MP	1607	MP	2010	3.5	3.6	-	-	-	-	-	-	2.7	5.3	11110	-	-	-	5.6	3.9	1	-	2010	8.9	1.1	11.0	2.7	5.5	-	-	2.2	-	-	4.4	4.8	-	-	-	4.4	-	2.7	-	3.3	-	3.4	-	6.7	5.8	1	15	7	2.8	-	-	-	-	0.0	-	1.6	5.9	5.9	6.8	-	-	-	-	-	5.9	1.8	-	-	-	6.4	3.2	5.5	2.9	3.9	2.1	-	7.2	6.4	1.3	2.9	7.3	4.9	4.4	-	-	7.3	2020.1
1999-2019	SE	MP	1607	MP	2014	3.3	3.5	-	-	5.0	-	-	3.6	2.3	-	11110	2.2	-	-	-	3.8	1	3.4	2014	-	0.4	15.4	1.6	-	-	-	1.9	-	2.5	4.7	4.0	-	-	-	4.6	-	3.3	-	4.1	-	4.4	-	4.8	5	1	22	7	1.6	-	-	7.1	-	0.5	-	0.6	-	-	6.4	-	6	13	9	-	-	0.8	1.2	-	-	-	3.4	-	3.6	-	1.8	-	7.2	-	0.8	2.9	-	3.2	-	-	-	6.9	2020.1
1999-2019	SE	MP	1607	MP	2019	3.3	3.9	4	3.8	4.4	-	1.3	2	1.7	-	11110	0.9	-	-	-	3.9	1	3.8	2018	9.5	0.6	11.5	1.1	-	-	3.9	-	3.8	3.1	4.9	3.5	-	-	-	-	-	2.5	-	4.6	-	5.1	-	4.6	-	1	17	7	1.6	1.1	1.9	7.8	-	1.0	1.8	1.3	8	-	-	3.7	-	-	-	2	7.2	0.9	1.1	5.4	4.6	5.9	3	-	3.8	-	1.5	1.5	4.6	-	0.4	3.4	-	3.8	-	-	-	4.4	2020.1
-	SE	Q10585380	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	SE	Q3360009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	SE	Q50383811	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	SE	Q61791721	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	SE	S	1602	SAP	1999	3.4	4.1	-	-	-	-	-	-	-	-	11320	-	-	-	-	-	1	-	1998	-	-	26	-	-	-	6.2	-	-	-	4	6.4	-	6.8	6.4	4.1	2	4.6	-	-	-	5.3	-	5	-	1	9	5	5.5	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37.5	-	-	-	-	-	-	-	-	36.4	2020.1
1999-2019	SE	S	1602	SAP	2002	3.5	3.7	-	-	-	-	-	-	-	-	11320	-	-	-	-	-	1	-	2002	-	-	26	-	-	1.6	5.8	-	-	-	4.9	5.6	-	6.5	6	3.4	-	4.9	-	5.3	-	5.5	-	6.1	-	1	12	5	4.8	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41.3	-	-	-	-	-	-	-	-	39.9	2020.1
1999-2019	SE	S	1602	SAP	2006	3.6	3.2	-	-	-	-	-	-	5.1	5.4	11320	-	4	3.5	5.5	5	1	-	2006	-	-	24.6	4	4.3	-	-	-	-	-	5.4	6.7	-	-	-	4.4	-	4.8	-	5.8	-	5.8	-	3.6	5.9	1	11	5	4.2	-	-	-	-	0.5	-	4.8	5.9	-	-	-	-	-	-	-	-	4.8	-	-	-	7.4	2.4	4.9	5.9	3.7	2.1	-	37.2	5.2	2.9	2.2	7.8	4	5	3.8	6	35.2	2020.1
1999-2019	SE	S	1602	SAP	2010	3.3	3.4	-	-	-	-	-	-	4.8	5.1	11320	-	-	-	5.8	3.6	1	-	2010	5.9	4.6	24.4	3.6	5	-	-	1.1	-	-	5.1	5.1	-	-	-	4.7	-	4.9	-	4.7	-	6.0	-	4.9	5.9	1	15	5	4.2	-	-	-	-	0.0	-	3.4	5	5.3	3.7	-	-	-	-	-	4.8	2.8	-	-	-	7.6	2.4	4	4.8	3.2	2.2	-	32.1	5.2	2	2.5	7.7	4.4	3.6	-	-	30.7	2020.1
1999-2019	SE	S	1602	SAP	2014	3.8	3.4	-	-	7.9	-	-	1.9	4.2	-	11320	2.1	-	-	-	3.5	1	3.2	2014	-	4.2	24.2	3	-	-	-	1.2	-	3.1	4.8	4.8	-	-	-	4.7	-	4.3	-	4.5	-	5.3	-	3.6	5.3	1	22	5	3.6	-	-	4.7	-	0.5	-	2.3	-	-	3.9	-	13	14	17	-	-	2.3	3.3	-	-	-	2.8	-	5.4	-	2	-	32.4	-	2.2	2.6	-	4.4	-	-	-	31	2020.1
1999-2019	SE	S	1602	S/SAP	2019	3.9	4.1	4.6	5.3	7.1	-	1.8	1.9	5.9	-	11320	1	-	-	-	3.9	1	3.4	2018	5.8	4.8	23.5	4.2	-	-	5.2	-	3.8	3.2	4.8	3.3	-	-	-	-	-	3.2	-	5.4	-	5.8	-	3.9	-	1	17	5	4.4	4.5	5.1	5.8	-	1.0	6.6	6.3	6.1	-	-	7.4	-	-	-	6.3	6.6	5.1	4.5	2.7	4.3	8	2.8	-	4.7	-	1.6	2.8	28.7	-	1.7	3	-	4.9	-	-	-	28.3	2020.1
1999-2019	SE	SD	1610	SD	2010	8.4	5.5	-	-	-	-	-	-	9.3	8.5	11710	-	-	-	2.9	4.7	1	-	2010	3.2	6.3	3.3	8.8	8.5	-	-	2.8	-	-	2	1.9	-	-	-	2.1	-	2.1	-	2.2	-	1.6	-	6.2	1.2	1	15	1	8.2	-	-	-	-	0.0	-	9.8	9.6	5.4	7.1	-	-	-	-	-	9.7	9.8	-	-	-	3.4	4.9	3.1	5.3	6.1	5.5	-	5.7	7.8	8.8	5	3.4	5.1	4.3	-	-	5.7	2020.1
1999-2019	SE	SD	1610	SD	2014	7.8	5.4	-	-	3.5	-	-	8.9	9.3	-	11710	2.9	-	-	-	4.5	1	4.5	2014	-	7.5	9.7	9.8	-	-	-	3	-	1.1	1.8	0.9	-	-	-	1.8	-	1.2	-	1.3	-	1.3	-	6.1	1.3	1	22	1	9.2	-	-	8.4	-	0.0	-	9.8	-	-	6.4	-	9	12	11	-	-	9.8	9.8	-	-	-	4.6	-	5.2	-	5.6	-	14	-	8.2	4.7	-	7.3	-	-	-	12.9	2020.1
1999-2019	SE	SD	1610	SD	2019	8.5	5.6	6	4.5	4	-	7.9	8.9	9.5	-	11710	2	-	-	-	5.3	1	4.8	2018	2.2	7.9	15.3	9.2	-	-	1.2	-	4.9	1.2	2.9	2.3	-	-	-	-	-	1.3	-	2.6	-	2.2	-	5.1	-	1	17	1	8.8	2.4	0.4	8.6	-	0.0	0.2	9.8	9.9	-	-	9.3	-	-	-	0.4	9.2	9.8	9.6	6.1	5.9	4.8	4.7	-	4.9	-	3.3	1.4	17.8	-	7.1	4.8	-	6.9	-	-	-	17.5	2020.1
1999-2019	SE	V	1601	V	1999	1.6	1.4	-	-	-	-	-	-	-	-	11220	-	-	-	-	-	1	-	1998	-	-	15.8	-	-	-	3	-	-	-	3.6	1.1	-	5.2	5.6	4	1.1	1.3	-	-	-	1.3	-	6.6	-	1	9	6	2.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12.3	-	-	-	-	-	-	-	-	12	2020.1
