Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
BE	BellotFrançois	minister	2016-04-18	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Mobility	-	-
BE	GilkinetGeorges	minister	2020-10-01	-	98th cabinet	-	-	Ministry of Mobility	-	-
BE	VanOvertveldtJohan	minister	2014-10-11	2018-12-09	94th cabinet	-	-	Ministry of Finance	https://en.wikipedia.org/wiki/Minister_of_Finance_(Belgium)	-
BE	DeCrooAlexander	minister	2018-12-10	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Finance	-	-
BE	VanPeteghemVincent	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Finance	-	-
BE	DeBlockMaggie	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Social Affairs and Public Health	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	VandenbrouckeFrank	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Social Affairs and Public Health	-	-
BE	WilmèsSophie	minister	2015-09-22	2019-10-27	94/95th cabinet	-	-	Ministry of Budget	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	ClarinvalDavid	minister	2019-10-28	2020-10-01	96/97th cabinet	-	-	Ministry of Budget	-	-
BE	DeSutterPetra	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Civil Service, Public Enterprises, Telecommunication and Postal Services	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	GeensKoen	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Justice	https://en.wikipedia.org/wiki/Annemie_Turtelboom	-
BE	DeBackerPhilippe	minister	2016-04-29	2018-12-09	94th cabinet	-	-	Ministry of the North Sea	https://en.wikipedia.org/wiki/Philippe_De_Backer	-
BE	VanQuickenborneVincent	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Justice and the North Sea	https://en.wikipedia.org/wiki/Vincent_Van_Quickenborne	-
BE	BacquelaineDaniel	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Pensions	https://en.wikipedia.org/wiki/Daniel_Bacquelaine	-
BE	LalieuxKarine	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Pensions	https://en.wikipedia.org/wiki/Karine_Lalieux	-
BE	VandeputSteven	minister	2014-10-11	2018-11-12	94th cabinet	-	-	Ministry of Defence	https://en.wikipedia.org/wiki/Ministry_of_Defence_(Belgium)	-
BE	LoonesSander	minister	2018-11-13	2018-12-09	94th cabinet	-	-	Ministry of Defence	-	-
BE	ReyndersDidier	minister	2018-12-10	2019-11-30	95/96th cabinet	-	-	Ministry of Defence	-	-
BE	GoffinPhilippe	minister	2019-12-01	2020-10-01	96/97th cabinet	-	-	Ministry of Defence	-	-
BE	DedonderLudivine	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Defence	-	-
BE	MarghemMarieChristine	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Energy, Environment and Sustainable Development	https://en.wikipedia.org/wiki/Marie-Christine_Marghem	-
BE	KhattabiZakia	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Energy, Environment and Sustainable Development	-	-
BE	DeCrooAlexander	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Development Cooperation and Urban Policy	https://en.wikipedia.org/wiki/De_Croo_Government	-
BE	KitirMeryame	minister	2020-10-02	-	98th cabinet	-	-	Ministry of Development Cooperation and Urban Policy	-	-
BE	MarghemMarieChristine	minister	2014-10-11	2020-10-01	94/95/96/97th cabinet	-	-	Ministry of Energy, Environment and Sustainable Development	https://en.wikipedia.org/wiki/Marie-Christine_Marghem	-
BE	VanderStraetenTinne	minister	2020-10-02	-	98th cabinet	-	-	Minister of Energy	https://en.wikipedia.org/wiki/Tinne_Van_der_Straeten	-
