Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
PL	MateuszMorawiecki	minister	2016-09-29	2018-01-09	17/18th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	TeresaCzerwińska	minister	2018-01-10	2019-06-04	18th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	MarianBanaś	minister	2019-06-05	2019-08-30	18th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	MateuszMorawiecki	minister	2019-08-31	2019-09-20	18th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	JerzyKwieciński	minister	2019-09-21	2019-11-15	18th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	TadeuszKościński	minister	2019-11-16	2022-02-09	19th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	MateuszMorawiecki	minister	2022-02-10	-	19th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
PL	DawidJackiewicz	minister	2015-11-16	2018-01-09	17th government	-	Ministerstwo Skarbu Państwa	Ministry of State Treasury	https://en.wikipedia.org/wiki/Ministry_of_State_Treasury_(Poland)	-
PL	AnnaStreżyńska	minister	2015-11-16	2018-01-09	17/18th government	-	Ministerstwo Cyfryzacji	Ministry of Digital Affairs	https://en.wikipedia.org/wiki/Ministry_of_Digital_Affairs	-
PL	MateuszMorawiecki	minister	2018-01-10	2018-04-17	18th government	-	Ministerstwo Cyfryzacji	Ministry of Digital Affairs	-	-
PL	MarekZagórski	minister	2018-04-18	2020-10-07	18/19th government	-	Ministerstwo Cyfryzacji	Ministry of Digital Affairs	-	-
PL	KrzysztofTchórzewski	minister	2015-12-01	2019-11-15	17/18/19th government	-	Ministerstwo Energii	Ministry of Energy	https://pl.wikipedia.org/wiki/Ministerstwo_Energii	-
PL	JoannaKluzikRostkowska	minister	2013-11-27	2015-11-16	16/17th government	-	Ministerstwo Edukacji Narodowej	Ministry of National Education	https://en.wikipedia.org/wiki/Ministry_of_National_Education_(Poland)	-
PL	AnnaZalewska	minister	2015-11-17	2019-06-04	17/18th government	-	Ministerstwo Edukacji Narodowej	Ministry of National Education	-	-
PL	DariuszPiontkowski	minister	2019-06-05	2020-10-19	18th government	-	Ministerstwo Edukacji Narodowej	Ministry of National Education	-	-
PL	PrzemysławCzarnek	minister	2020-10-20	2021-01-01	18/19th government	-	Ministerstwo Edukacji Narodowej	Ministry of National Education	-	-
PL	MariaWasiak	minister	2014-09-22	2015-11-16	16/17th government	-	Ministerstwo Infrastruktury i Rozwoju	Ministry of Infrastructure and Development	https://en.wikipedia.org/wiki/Ministry_of_Infrastructure_and_Development_(Poland)	This speaker cannot be found in the PL corpus
PL	AndrzejAdamczyk	minister	2015-11-17	2018-01-09	17/18th government	-	Ministerstwo Infrastruktury i Budownictwa	Ministry of Infrastructure and Construction	https://en.wikipedia.org/wiki/Ministry_of_Infrastructure_and_Construction	-
PL	AndrzejAdamczyk	minister	2018-01-10	-	18/19th government	-	Ministerstwo Infrastruktury	Ministry of Infrastructure	https://en.wikipedia.org/wiki/Ministry_of_Infrastructure_(Poland)	-
PL	ElżbietaRafalska	minister	2015-11-16	2019-06-04	17/18th government	-	Ministerstwo Rodziny, Pracy i Polityki Społecznej	Ministry of Family and Social Policy	https://en.wikipedia.org/wiki/Ministry_of_Family_and_Social_Policy_(Poland)	-
PL	BożenaBorysSzopa	minister	2019-06-05	2019-11-15	18th government	-	Ministerstwo Rodziny, Pracy i Polityki Społecznej	Ministry of Family and Social Policy	-	-
PL	MarlenaMaląg	minister	2019-11-16	-	19th government	-	Ministerstwo Rodziny, Pracy i Polityki Społecznej	Ministry of Family and Social Policy	-	-
PL	JanSzyszko	minister	2015-11-16	2018-01-09	17/18th government	-	Ministerstwo Środowiska	Ministry of Environment	https://en.wikipedia.org/wiki/Ministry_of_Environment_(Poland)	-
PL	HenrykKowalczyk	minister	2018-01-10	2019-11-15	18th government	-	Ministerstwo Środowiska	Ministry of Environment	-	-
PL	MichałKurtyka	minister	2019-11-16	-	19th government	-	Ministerstwo Środowiska	Ministry of Environment	-	-
PL	MarekSawicki	minister	2014-03-17	2015-11-16	16/17th government	-	Ministerstwo Rolnictwa i Rozwoju Wsi	Ministry of Agriculture and Rural Development	https://en.wikipedia.org/wiki/Ministry_of_Agriculture_and_Rural_Development_(Poland)	-
PL	KrzysztofJurgiel	minister	2015-11-17	2018-06-19	17/18th government	-	Ministerstwo Rolnictwa i Rozwoju Wsi	Ministry of Agriculture and Rural Development	-	-
PL	JanArdanowski	minister	2018-06-20	2020-10-06	18/19th government	-	Ministerstwo Rolnictwa i Rozwoju Wsi	Ministry of Agriculture and Rural Development	-	-
PL	GrzegorzPuda	minister	2020-10-07	2021-10-26	19th government	-	Ministerstwo Rolnictwa i Rozwoju Wsi	Ministry of Agriculture and Rural Development	-	-
PL	HenrykKowalczyk	minister	2021-10-27	-	19th government	-	Ministerstwo Rolnictwa i Rozwoju Wsi	Ministry of Agriculture and Rural Development	-	-
PL	AndrzejBiernat	minister	2013-11-27	2015-06-15	16/17th government	-	Ministerstwo Sportu i Turystyki	Ministry of Sport and Tourism	https://en.wikipedia.org/wiki/Ministry_of_Sport_and_Tourism_(Poland)	This speaker cannot be found in the PL corpus
PL	AdamKorol	minister	2015-06-16	2015-11-16	17th government	-	Ministerstwo Sportu i Turystyki	Ministry of Sport and Tourism	-	-
PL	WitoldBańka	minister	2015-11-17	2019-11-15	17/18th government	-	Ministerstwo Sportu i Turystyki	Ministry of Sport and Tourism	-	-
PL	MateuszMorawiecki	minister	2019-11-16	2019-12-05	18/19th government	-	Ministerstwo Sportu	Ministry of Sport	https://en.wikipedia.org/wiki/Ministry_of_Sport_and_Tourism_(Poland)	-
PL	DanutaDmowskaAndrzejuk	minister	2019-12-06	2020-10-06	19th government	-	Ministerstwo Sportu	Ministry of Sport	-	-
PL	PiotrGliński	minister	2020-10-07	2021-10-26	19th government	-	Minister kultury, dziedzictwa narodowego i sportu	Ministry of Culture, National Heritage and Sport	https://en.wikipedia.org/wiki/Ministry_of_Sport_and_Tourism_(Poland)	-
PL	KamilBortniczuk	minister	2021-10-27	-	19th government	-	Ministerstwo Sportu i Turystyki	Ministry of Sport and Tourism	https://en.wikipedia.org/wiki/Ministry_of_Sport_and_Tourism_(Poland)	-
PL	BartoszArłukowicz	minister	2011-11-18	2015-06-10	… to 16th government	-	Ministerstwo Zdrowia	Ministry of Health	https://en.wikipedia.org/wiki/Ministry_of_Health_(Poland)	-
PL	MarianZembala	minister	2015-06-11	2015-11-16	16/17th government	-	Ministerstwo Zdrowia	Ministry of Health	-	-
PL	KonstantyRadziwiłł	minister	2015-11-17	2018-01-09	17/18th government	-	Ministerstwo Zdrowia	Ministry of Health	-	-
PL	ŁukaszSzumowski	minister	2018-01-10	2020-08-20	18/19th government	-	Ministerstwo Zdrowia	Ministry of Health	-	-
PL	AdamNiedzielski	minister	2020-08-26	-	19th government	-	Ministerstwo Zdrowia	Ministry of Health	-	-
PL	MarekGróbarczyk	minister	2016-11-15	2020-10-06	17/18/19th government	-	Ministerstwo Gospodarki Morskiej i Żeglugi Śródlądowej	Ministry of Marine Economy and Inland Navigation	https://en.wikipedia.org/wiki/Ministry_of_Marine_Economy_and_Inland_Navigation	-
PL	JadwigaEmilewicz	minister	2018-01-12	2019-11-15	18th government	-	Ministerstwo Przedsiębiorczości i Technologii	Ministry of Entrepreneurship and Technology	https://en.wikipedia.org/wiki/Ministry_of_Entrepreneurship_and_Technology	-
