ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
seg963402.1	ParlaMint-PL_2022-06-23-sejm-57-2.u2	s	Polski	Neutralny	neutralny pozytywny	2.823	1	6	10	0	
seg963403.1	ParlaMint-PL_2022-06-23-sejm-57-2.u2	s	Polski	Neutralny	neutralny pozytywny	2.600	1	7	12	1	
seg963404.1	ParlaMint-PL_2022-06-23-sejm-57-2.u2	s	Polski	Neutralny	neutralny pozytywny	2.989	1	7	12	0	
seg963405.1	ParlaMint-PL_2022-06-23-sejm-57-2.u2	s	Polski	Neutralny	neutralny pozytywny	3.154	1	31	35	5	
seg963405.2	ParlaMint-PL_2022-06-23-sejm-57-2.u2	s	Polski	Pozytywny	pozytywny	4.600	1	1	2	0	
ParlaMint-PL_2022-06-23-sejm-57-2.u393	ParlaMint-PL_2022-06-23-sejm-57-2	u	Polski	-	-	-	2	74	89	2	
seg965343.1	ParlaMint-PL_2022-06-23-sejm-57-2.u393	s	Polski	Negatywny	negatywny mieszany	1.134	1	57	70	2	
seg965344.1	ParlaMint-PL_2022-06-23-sejm-57-2.u393	s	Polski	Neutralny	neutralny negatywny	1.775	1	17	19	0	
ParlaMint-PL_2022-06-23-sejm-57-2.u394	ParlaMint-PL_2022-06-23-sejm-57-2	u	Polski	-	-	-	14	243	293	27	
seg965345.1	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	4.071	1	2	3	0	
seg965345.2	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	3.696	1	31	36	4	
seg965345.3	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	3.976	1	15	16	1	
seg965346.1	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	4.035	1	4	5	0	
seg965346.2	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	3.661	1	12	15	1	
seg965346.3	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Neutralny	neutralny pozytywny	3.254	1	30	42	9	
seg965346.4	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Negatywny	negatywny mieszany	1.265	1	27	32	4	
seg965347.1	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	4.035	1	4	5	0	
seg965347.2	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Negatywny	negatywny mieszany	0.863	1	9	11	1	
seg965347.3	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Neutralny	neutralny negatywny	2.457	1	24	27	0	
seg965347.4	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Negatywny	negatywny	0.383	1	10	11	1	
seg965348.1	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Pozytywny	pozytywny mieszany	4.444	1	2	3	0	
seg965348.2	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Neutralny	neutralny pozytywny	2.953	1	20	23	2	
seg965348.3	ParlaMint-PL_2022-06-23-sejm-57-2.u394	s	Polski	Negatywny	negatywny	0.183	1	53	64	4	
