Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
HR	HajdašDončićSiniša	minister	2012-04-18	2016-01-22	12th cabinet	-	Ministarstvo mora, prometa i infrastrukture	Ministry of Maritime Affairs, Transport and Infrastructure	https://en.wikipedia.org/wiki/Ministry_of_Maritime_Affairs,_Transport_and_Infrastructure	-
HR	JakovinaTihomir	minister	2011-12-23	2016-01-22	12th cabinet	-	Ministarstvo poljoprivrede	Ministry of Agriculture	https://en.wikipedia.org/wiki/Ministry_of_Agriculture_(Croatia)	-
HR	KrstičevićDamir	minister	2016-10-20	2020-05-08	14th cabinet	-	Ministarstvo obrane Republike Hrvatske	Ministry of Defence	-	-
HR	VrdoljakIvan	minister	2012-11-16	2016-01-22	12th cabinet	-	Ministarstvo gospodarstva i održivog razvoja	Ministry of Economy and Sustainable Development	https://en.wikipedia.org/wiki/Ministry_of_Economy_and_Sustainable_Development_(Croatia)	-
HR	ĆorićTomislav	minister	2020-07-24	2022-04-29	15th cabinet	-	Ministarstvo gospodarstva i održivog razvoja	Ministry of Economy and Sustainable Development	-	-
HR	ĆorićTomislav	minister	2017-06-10	-	14/15th cabinet	-	Ministarstvo zaštite okoliša i energetike	Ministry of Environmental Protection and Energy	-	-
HR	ĆorićTomislav	minister	2016-10-20	2017-06-09	14th cabinet	-	Ministarstvo rada i mirovinskog sustava	Ministry of Labour and Pension System	-	-
HR	KovačićIvan	minister	2016-10-20	2017-04-28	14th cabinet	-	Ministarstvo uprave	Ministry of Public Administration	-	-
HR	LalovacBoris	minister	2014-05-06	2016-01-22	13th cabinet	-	Ministarstvo financija	Ministry of Finance	https://en.wikipedia.org/wiki/Ministry_of_Finance_(Croatia)	-
HR	MatićPredrag	minister	2011-12-23	2016-01-22	12th cabinet	-	Ministarstvo hrvatskih branitelja	Ministry of Croatian Veterans	https://en.wikipedia.org/wiki/Ministry_of_Croatian_Veterans	-
HR	MiljenićOrsat	minister	2011-12-23	2016-01-22	12th cabinet	-	Ministarstvo pravosuđa i uprave	Ministry of Justice	https://en.wikipedia.org/wiki/Ministry_of_Justice_and_Public_Administration_(Croatia)	-
HR	MrakTaritašAnka	minister	2012-11-16	2016-01-22	12th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction and Spatial Planning	https://en.wikipedia.org/wiki/Ministry_of_Construction,_Spatial_Planning_and_State_Property	-
HR	VargaSiniša	minister	2014-06-11	2016-01-22	12th cabinet	-	Ministarstvo zdravstva	Ministry of Health	https://en.wikipedia.org/wiki/Ministry_of_Health_(Croatia)	-
HR	ButkovićOleg	minister	2016-01-23	-	13/14/15th cabinet	-	Ministarstvo mora, prometa i infrastrukture	Ministry of Maritime Affairs, Transport and Infrastructure	-	-
HR	DobrovićSlaven	minister	2016-01-23	2017-04-27	13/14th cabinet	-	Ministarstvo zaštite okoliša i energetike	Ministry of Environmental Protection and Energy	-	-
HR	HorvatDarko	minister	2020-07-24	2022-02-19	15th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction, Spatial Planning and State Property	https://en.wikipedia.org/wiki/Ministry_of_Construction,_Spatial_Planning_and_State_Property	-
HR	HorvatDarko	minister	2018-05-25	2020-07-23	14th cabinet	-	Ministarstvo gospodarstva i održivog razvoja	Ministry of Economy and Sustainable Development	-	-
HR	KlimanAnton	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo turizma i sporta	Ministry of Tourism and Sports	-	-
HR	KovačMiro	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo vanjskih i europskih poslova	Ministry of Foreign and European Affairs	-	-
HR	PanenićTomislav	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo gospodarstva i održivog razvoja	Ministry of Economy and Sustainable Development	-	-
HR	ŠtromarPredrag	minister	2017-06-10	2020-07-23	14th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction and Spatial Planning	-	-
HR	TolušićTomislav	minister	2016-10-20	2019-07-17	14th cabinet	-	Ministarstvo poljoprivrede	Ministry of Agriculture	-	-
HR	TolušićTomislav	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo regionalnoga razvoja i fondova Europske unije	Ministry of Regional Development and EU Funds	-	-
HR	BedekovićVesna	minister	2019-07-22	-	14th cabinet	-	Ministarstvo demografije, obitelji, mladih i socijalne politike	Ministry of Demographics, Family, Youth and Social Policy	-	-
HR	HasanbegovićZlatko	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo kulture i medija	Ministry of Culture and Media	-	-
HR	OrepićVlaho	minister	2016-01-23	2017-04-27	13/14th cabinet	-	Ministarstvo unutarnjih poslova Republike Hrvatske	Ministry of the Interior	-	-
HR	RomićDavor	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo poljoprivrede	Ministry of Agriculture	-	-
HR	KujundžićMilan	minister	2016-10-20	2020-01-28	14th cabinet	-	Ministarstvo zdravstva	Ministry of Health	-	-
HR	KuščevićLovro	minister	2016-01-23	2017-06-09	13th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction and Spatial Planning	-	-
HR	KuščevićLovro	minister	2017-06-10	2019-07-08	14th cabinet	-	Ministarstvo uprave	Ministry of Public Administration	-	-
HR	MarićZdravko	minister	2016-01-23	2022-07-05	14th cabinet	-	Ministarstvo financija	Ministry of Finance	-	-
HR	MedvedTomo	minister	2016-03-22	-	13/14/15th cabinet	-	Ministarstvo hrvatskih branitelja	Ministry of Croatian Veterans	-	-
HR	AladrovićJosip	minister	2019-07-22	2020-07-23	14th cabinet	-	Ministarstvo rada i mirovinskog sustava	Ministry of Labour and Pension System	https://en.wikipedia.org/wiki/Ministry_of_Labour_and_Pension_System,_Family_and_Social_Policy	-
HR	AladrovićJosip	minister	2020-07-24	2022-04-29	15th cabinet	-	Ministarstvo rada, mirovinskog sustava, obitelji i socijalne politike	Ministry of Labour and Pension System, Family and Social Policy	-	-
HR	BanožićMario	minister	2020-07-23	-	15th cabinet	-	Ministarstvo obrane Republike Hrvatske	Ministry of Defence	-	-
HR	BanožićMario	minister	2019-07-22	2020-07-23	14th cabinet	-	Ministarstvo državne imovine	Ministry of State Property	-	-
HR	BerošVili	minister	2020-01-31	-	14/15th cabinet	-	Ministarstvo zdravstva	Ministry of Health	-	-
HR	GrlićRadmanGordan	minister	2019-07-23	-	14/15th cabinet	-	Ministarstvo vanjskih i europskih poslova	Ministry of Foreign and European Affairs	-	-
HR	MalenicaIvan	minister	2020-07-24	-	15th cabinet	-	Ministarstvo pravosuđa i uprave	Ministry of Justice and Public Administration	https://en.wikipedia.org/wiki/Ministry_of_Justice_and_Public_Administration_(Croatia)	-
HR	MalenicaIvan	minister	2019-07-22	2020-07-23	14th cabinet	-	Ministarstvo uprave	Ministry of Public Administration	-	-
HR	NađVesna	minister	2016-01-29	2016-03-21	13th cabinet	-	Ministarstvo hrvatskih branitelja	Ministry of Croatian Veterans	-	-
HR	ObuljenKoržinekNina	minister	2016-10-20	-	14/15th cabinet	-	Ministarstvo kulture i medija	Ministry of Culture and Media	-	-
HR	PavićMarko	minister	2019-07-22	2020-07-23	14th cabinet	-	Ministarstvo regionalnoga razvoja i fondova Europske unije	Ministry of Regional Development and EU Funds	-	-
HR	PavićMarko	minister	2017-06-09	2019-07-17	14th cabinet	-	Ministarstvo rada i mirovinskog sustava	Ministry of Labour and Pension System	-	-
HR	PiletićMarin	minister	2022-04-30	-	15th cabinet	-	Ministarstvo rada, mirovinskog sustava, obitelji i socijalne politike	Ministry of Labour and Pension System, Family and Social Policy	-	-
HR	ŠimpragaAnja	minister	2020-04-29	-	15th cabinet	-	?	Minister without Portfolio responsible for Social Affairs and Human and Minority Rights	-	-
HR	TramišakNataša	minister	2020-07-24	-	15th cabinet	-	Ministarstvo regionalnoga razvoja i fondova Europske unije	Ministry of Regional Development and EU Funds	-	-
HR	BuljevićJosip	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo obrane Republike Hrvatske	Ministry of Defence	-	-
HR	BarišićPavo	minister	2016-10-20	2019-06-09	14th cabinet	-	Ministarstvo znanosti i obrazovanja	Ministry of Science and Education	https://en.wikipedia.org/wiki/Ministry_of_Science_and_Education_(Croatia)	-
HR	VučkovićMarija	minister	2019-07-22	-	14/15th cabinet	-	Ministarstvo poljoprivrede	Ministry of Agriculture	-	-
HR	CrnojaMijo	minister	2016-01-23	2016-01-28	13th cabinet	-	Ministarstvo hrvatskih branitelja	Ministry of Croatian Veterans	-	-
HR	LorencinDarko	minister	2013-03-19	2016-01-22	12th cabinet	-	Ministarstvo turizma i sporta	Ministry of Tourism and Sports	https://en.wikipedia.org/wiki/Ministry_of_Tourism_and_Sports_(Croatia)	-
HR	ŠikićNada	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo rada i mirovinskog sustava	Ministry of Labour and Pension System	-	-
HR	ŠprljeAnte	minister	2016-01-23	2017-04-27	13th cabinet	-	Ministarstvo pravosuđa i uprave	Ministry of Justice	-	-
HR	ŽalacGabrijela	minister	2016-10-20	2019-07-17	14th cabinet	-	Ministarstvo regionalnoga razvoja i fondova Europske unije	Ministry of Regional Development and EU Funds	-	-
HR	JuretićBernardica	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo socijalne politike i mladih	Ministry of Social Politics and Youth	-	-
HR	DivjakBlaženka	minister	2017-06-10	2020-07-23	14th cabinet	-	Ministarstvo znanosti i obrazovanja	Ministry of Science and Education	-	-
HR	ŠiljegMario	minister	2017-04-28	2017-06-09	14th cabinet	-	Ministarstvo zaštite okoliša i energetike	Ministry of Environmental Protection and Energy	-	-
HR	FuchsRadovan	minister	2020-07-24	-	15th cabinet	-	Ministarstvo znanosti i obrazovanja	Ministry of Science and Education	-	-
HR	PrimoracMarko	minister	2022-07-15	-	15th cabinet	-	Ministarstvo financija	Ministry of Finance	-	-
HR	NakićDario	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo zdravstva	Ministry of Health	-	-
HR	FilipovićDavor	minister	2022-04-30	-	15th cabinet	-	Ministarstvo gospodarstva i održivog razvoja	Ministry of Economy and Sustainable Development	-	-
HR	ŠustarPredrag	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo znanosti, obrazovanja i sporta	Ministry of Science, Education and Sports	-	-
HR	NekićDarko	minister	2017-04-29	2017-06-09	14th cabinet	-	Ministarstvo uprave	Ministry of Public Administration	-	-
HR	BrnjacNikolina	minister	2020-07-24	-	15th cabinet	-	Ministarstvo turizma i sporta	Ministry of Tourism and Sports	-	-
HR	MornarVedran	minister	2014-06-11	2016-01-22	12th cabinet	-	Ministarstvo znanosti, obrazovanja i sporta	Ministry of Science, Education and Sports	https://en.wikipedia.org/wiki/Ministry_of_Science_and_Education_(Croatia)	-
HR	MagašDunja	minister	2022-02-21	2022-03-09	15th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction, Spatial Planning and State Property	-	-
HR	TurkaljKristian	minister	2017-04-28	2017-06-09	13th cabinet	-	Ministarstvo pravosuđa i uprave	Ministry of Justice	-	-
HR	ŠipušBerislav	minister	2015-03-25	2016-01-22	12th cabinet	-	Ministarstvo kulture i medija	Ministry of Culture and Media	https://en.wikipedia.org/wiki/Ministry_of_Culture_and_Media_(Croatia)	-
HR	JurlinaAlibegovićDubravka	minister	2016-01-23	2016-10-19	13th cabinet	-	Ministarstvo uprave	Ministry of Public Administration	-	-
HR	PaladinaIvan	minister	2022-03-10	-	15th cabinet	-	Ministarstvo graditeljstva, prostornog uređenja i državne imovine	Ministry of Construction, Spatial Planning and State Property	-	-
