ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-BA_2013-10-07-0.u17114.seg0.12	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.086	1	10	11	1	
ParlaMint-BA_2013-10-07-0.u17114.seg0.13	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.427	1	1	2	0	
ParlaMint-BA_2013-10-07-0.u17115	ParlaMint-BA_2013-10-07-0	u	Bosnian	-	-	-	10	218	245	8	
ParlaMint-BA_2013-10-07-0.u17115.seg0.1	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Positive	mixed positive	3.548	1	43	48	4	
ParlaMint-BA_2013-10-07-0.u17115.seg0.2	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Positive	mixed positive	3.817	1	30	34	0	
ParlaMint-BA_2013-10-07-0.u17115.seg0.3	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Positive	mixed positive	3.566	1	15	17	1	
ParlaMint-BA_2013-10-07-0.u17115.seg0.4	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Neutral	neutral postive	2.759	1	27	29	2	
ParlaMint-BA_2013-10-07-0.u17115.seg0.5	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Negative	negative	0.271	1	5	6	0	
ParlaMint-BA_2013-10-07-0.u17115.seg0.6	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Negative	negative	0.473	1	21	22	0	
ParlaMint-BA_2013-10-07-0.u17115.seg0.7	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Neutral	neutral negative	2.313	1	16	19	0	
ParlaMint-BA_2013-10-07-0.u17115.seg0.8	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Negative	negative	0.425	1	40	46	0	
ParlaMint-BA_2013-10-07-0.u17115.seg0.9	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Neutral	neutral postive	3.251	1	14	15	1	
ParlaMint-BA_2013-10-07-0.u17115.seg0.10	ParlaMint-BA_2013-10-07-0.u17115	s	Bosnian	Neutral	neutral postive	3.413	1	7	9	0	
ParlaMint-BA_2013-10-07-0.u17356	ParlaMint-BA_2013-10-07-0	u	Bosnian	-	-	-	1	3	3	0	
ParlaMint-BA_2013-10-07-0.u17356.seg0.1	ParlaMint-BA_2013-10-07-0.u17356	s	Bosnian	Neutral	neutral negative	2.399	1	3	3	0	
ParlaMint-BA_2013-10-07-0.u17357	ParlaMint-BA_2013-10-07-0	u	Bosnian	-	-	-	8	74	86	3	
ParlaMint-BA_2013-10-07-0.u17357.seg0.1	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Positive	mixed positive	3.596	1	11	13	0	
ParlaMint-BA_2013-10-07-0.u17357.seg0.2	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Positive	mixed positive	3.568	1	9	11	0	
ParlaMint-BA_2013-10-07-0.u17357.seg0.3	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Neutral	neutral postive	3.135	1	3	4	0	
ParlaMint-BA_2013-10-07-0.u17357.seg0.4	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Neutral	neutral negative	2.212	1	12	13	0	
ParlaMint-BA_2013-10-07-0.u17357.seg0.5	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Positive	positive	4.884	1	16	18	2	
ParlaMint-BA_2013-10-07-0.u17357.seg0.6	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Neutral	neutral postive	3.155	1	14	16	1	
ParlaMint-BA_2013-10-07-0.u17357.seg0.7	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Positive	positive	5.013	1	4	5	0	
ParlaMint-BA_2013-10-07-0.u17357.seg0.8	ParlaMint-BA_2013-10-07-0.u17357	s	Bosnian	Neutral	neutral postive	3.321	1	5	6	0	
