ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	CZ	KDU-ČSL	2104	KDU-CSL	2019	5.9	5.5	2.9	2.4	5.9	-	4.9	2.8	6	-	82523	5.3	-	-	-	4.7	0	4.7	2017	4.1	5.5	7.2	5.5	-	-	3.3	-	2.1	4.7	5.9	2.2	-	-	-	-	-	5.0	-	6.1	-	6.2	-	6.3	-	1	27	4	7.8	2.1	3	7.7	-	0.0	3.3	6.7	5.9	-	-	6.3	-	-	-	2.9	5.1	7.1	5.9	3.1	5.5	5.9	4.5	-	4.8	-	8.5	5.2	5	-	7.7	4.7	-	7.2	-	-	-	5.8	2020.1
1999-2019	CZ	KSCM + KSČM	2103	KSCM	2002	0.9	0.9	-	-	-	-	-	-	-	-	82220	-	-	-	-	-	0	-	2002	-	-	-	-	-	4.7	2	-	-	-	4.5	3.4	-	3.6	4.2	2.7	-	1.8	-	2.2	-	2.7	-	5	-	0	18	6	7.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20.5	-	-	-	-	-	-	-	-	18.5	2020.1
1999-2019	CZ	KSCM + KSČM	2103	KSCM	2006	0.9	1.0	-	-	-	-	-	-	6.8	4.5	82220	-	5.8	5.8	6.3	1.2	0	-	2006	-	-	20.3	5	5	-	-	-	-	-	4.5	2	-	-	-	2.6	-	2	-	2.6	-	2.5	-	5.8	4	1	8	6	7.7	-	-	-	-	0.0	-	5	2.8	-	-	-	-	-	-	-	-	6.7	-	-	-	9.4	0.5	3.8	5.8	4.2	0.8	-	13	3	4.8	0.5	6.2	3.6	3	0.4	6.8	12.8	2020.1
1999-2019	CZ	KSCM + KSČM	2103	KSCM	2010	1.1	0.6	-	-	-	-	-	-	7.2	5.5	82220	-	-	-	4.9	0.6	0	-	2010	3.3	6.9	14.2	6.3	4.1	-	-	2.6	-	-	4.9	2.1	-	-	-	3.3	-	2.2	-	2.8	-	2.5	-	4.6	3.8	1	20	6	5.7	-	-	-	-	0.0	-	7	4	6.8	8.6	-	-	-	-	-	3.9	6.9	-	-	-	8.1	0.6	3.4	6.4	3.9	0.6	-	13	3.8	4.8	1	6.9	5.5	4.4	-	-	11.3	2020.1
1999-2019	CZ	KSCM + KSČM	2103	KSCM	2014	1.1	1.0	-	-	7.3	-	-	5.7	7	-	82220	5.5	-	-	-	2.1	0	0.6	2013	-	6.9	11	6.2	-	-	-	2.5	-	2.4	5.5	3.2	-	-	-	4	-	2.5	-	2.7	-	2.7	-	4.3	3.3	1	15	6	6.6	-	-	3.6	-	0.0	-	6.7	-	-	8.4	-	14	17	13	-	-	6.8	7.6	-	-	-	0.8	-	6.3	-	0.5	-	16.5	-	5.7	1.1	-	6.1	-	-	-	14.9	2020.1
1999-2019	CZ	KSCM + KSČM	2103	KSCM	2019	1.1	1.0	1.6	0.4	7	-	6.6	6.8	8.6	-	82220	4.7	-	-	-	1.0	0	1.0	2017	2.2	7.7	6.9	7.2	-	-	1.9	-	3.9	1.7	4.4	2.5	-	-	-	-	-	1.6	-	2.8	-	2.4	-	5	-	1	27	6	8.1	1.9	2.5	6.7	-	0.0	1.2	9.0	6.7	-	-	7.6	-	-	-	1.6	5.4	8.8	8.0	5.3	8.5	8.5	1.4	-	6.7	-	1.2	3.5	7.5	-	7.2	1.4	-	6.0	-	-	-	7.8	2020.1
-	CZ	KSČS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	CZ	LB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	CZ	Nezařaz	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	CZ	ODS	2102	ODS	2002	7.1	7.6	-	-	-	-	-	-	-	-	82413	-	-	-	-	-	0	-	2002	-	-	-	-	-	1.9	2.5	-	-	-	3.4	4.4	-	2.1	2.4	2.2	-	2.1	-	4.2	-	3.8	-	7.4	-	0	18	2	3.9	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	24.5	2020.1
1999-2019	CZ	ODS	2102	ODS	2006	7.7	8.0	-	-	-	-	-	-	4.4	5.4	82413	-	5.8	4.8	8.3	8.3	0	-	2006	-	-	30	5	2.2	-	-	-	-	-	4.3	5.5	-	-	-	2.3	-	2.1	-	6.4	-	2.9	-	7.5	6	1	9	2	3.8	-	-	-	-	0.5	-	5.2	3	-	-	-	-	-	-	-	-	6.2	-	-	-	4.8	7.7	3.8	6.5	1.8	2.8	-	40.5	3.6	3.8	8	8.2	3.2	2.4	7.6	5.6	35.4	2020.1
1999-2019	CZ	ODS	2102	ODS	2010	7.7	8.3	-	-	-	-	-	-	5.7	4.9	82413	-	-	-	8	8.2	0	-	2010	4.3	8.1	31.5	7.2	4.2	-	-	1.9	-	-	4.6	5.2	-	-	-	2.8	-	2.3	-	6.2	-	3.0	-	6.5	4.8	1	20	2	6.1	-	-	-	-	1.0	-	6.5	3.7	6.1	2	-	-	-	-	-	3.6	7.6	-	-	-	7.5	8.2	4.1	6.3	3.5	3.8	-	26.5	4.1	5.4	8.2	8.2	2	2.7	-	-	20.2	2020.1
1999-2019	CZ	ODS	2102	ODS	2014	8.0	8.1	-	-	7.9	-	-	2.2	5.1	-	82413	3.2	-	-	-	7.5	0	7.9	2013	-	7.5	7.7	6.7	-	-	-	2.2	-	1.9	4	3.6	-	-	-	2.6	-	3	-	6.2	-	2.9	-	6.7	4.3	1	15	2	6	-	-	5.2	-	0.0	-	7.9	-	-	2.4	-	5	13	12	-	-	7.4	7.5	-	-	-	7.9	-	6.4	-	5.2	-	8	-	5.5	8.2	-	3.4	-	-	-	7.7	2020.1
1999-2019	CZ	ODS	2102	ODS	2019	7.8	7.7	1.7	0.9	8.6	-	5.7	3	5.2	-	82413	6.1	-	-	-	8.3	0	8.1	2017	3.6	8.1	14.5	6.8	-	-	1.7	-	4.4	1.8	4.0	2.9	-	-	-	-	-	2.2	-	6.1	-	3.8	-	6.0	-	1	27	2	7.0	3.2	3.5	6	-	0.0	2	8.4	6.5	-	-	6.5	-	-	-	2.1	5.2	8.1	7.2	1.4	3.4	7.6	7.9	-	5.8	-	4.6	5.8	12.5	-	6.7	7.9	-	3.2	-	-	-	11.3	2020.1
-	CZ	OF	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	CZ	OH	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	CZ	PirSTAN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	CZ	Piráti	2114	Pirates	2019	4.3	4.3	4.1	3.9	5.7	-	1.5	5.8	1.7	-	-	8.1	-	-	-	4.2	0	4.4	2017	6.7	2.7	13.9	2.4	-	-	4.9	-	3	4.9	5.3	3.1	-	-	-	-	-	5.1	-	5.9	-	6.1	-	6	-	1	27	9	1	1.1	3.1	7.7	-	0.0	2.7	3.6	4.7	-	-	2.8	-	-	-	2.5	3.8	3.6	2.1	7.2	3.6	4.5	4.2	-	3.1	-	1.8	6.6	11	-	1.0	3.5	-	2.1	-	-	-	10.8	2020.1
-	CZ	SDO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	CZ	SPD	2115	SPD	2019	8.8	4.7	4.6	1.3	4.2	-	9.5	9.0	9.3	-	-	7.5	-	-	-	3.6	0	3.4	2017	2.4	8.9	9.1	9.7	-	-	1.2	-	1.9	1.2	3.6	1.1	-	-	-	-	-	1.2	-	2.9	-	1.5	-	7.3	-	1	27	1	9.4	1	1.5	8.3	-	0.0	0.3	9.9	9.6	-	-	9.7	-	-	-	0.3	8.4	9.9	9.7	8.3	8.7	5.1	4.1	-	7.2	-	3.8	3.9	11	-	9.2	4.2	-	6.3	-	-	-	10.6	2020.1
-	CZ	SPOLU	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	CZ	STAN	2116	STAN	2019	6.3	6.6	2.1	1.4	6.2	-	2.5	2.8	3.7	-	-	6.3	-	-	-	6.5	0	6.4	2017	5.2	4.5	-	4.0	-	-	4.6	-	1.5	5.4	6.0	1.3	-	-	-	-	-	5.1	-	6.4	-	6.5	-	6.9	-	1	27	3	4.1	2.4	3.6	5.5	-	0.0	2.2	5.1	4.3	-	-	5.5	-	-	-	2.4	3.6	4.7	3.8	4.0	3.8	5.2	6.2	-	2.7	-	4.3	6.2	3	-	3.3	6.0	-	6.4	-	-	-	5.2	2020.1
1999-2019	CZ	TOP09 + TOP09-S	2109	TOP09	2010	7.9	8.4	-	-	-	-	-	-	5.3	5.3	82530	-	-	-	8.5	8.9	0	-	2010	4.6	6.9	-	5.8	4.1	-	-	1.3	-	-	6	2	-	-	-	5.2	-	5.6	-	6.5	-	5.8	-	6.5	4.4	1	20	2	5.8	-	-	-	-	1.0	-	5.4	3.7	5.6	2.6	-	-	-	-	-	3.7	5.9	-	-	-	7.5	8.8	4.4	4.2	4.2	4.8	-	20.5	4.8	5.2	8.9	8.8	2.5	3.9	-	-	16.7	2020.1
1999-2019	CZ	TOP09 + TOP09-S	2109	TOP09	2014	7.2	7.9	-	-	7.7	-	-	1.9	4.1	-	82530	5.1	-	-	-	7.2	0	7.7	2013	-	6.2	12	4.8	-	-	-	1	-	5.2	6.1	1.5	-	-	-	5.7	-	6.3	-	6.6	-	6.7	-	6.6	3.6	1	15	2	5.5	-	-	4.6	-	0.0	-	5	-	-	2.2	-	13	5	10	-	-	6	3.8	-	-	-	7.6	-	4	-	6.8	-	10.5	-	4.4	7.9	-	3.3	-	-	-	12	2020.1
1999-2019	CZ	TOP09 + TOP09-S	2109	TOP09	2019	7.4	7.3	1.8	1.7	7.6	-	2.9	2.5	3.4	-	82530	6.3	-	-	-	7.8	0	7.6	2017	5.0	5.4	11.7	3.7	-	-	4.5	-	1.5	5.4	5.8	1.3	-	-	-	-	-	5.2	-	6.6	-	6.7	-	7.5	-	1	27	2	4.9	2.5	4.1	6.3	-	0.0	2.3	4.8	5.4	-	-	6.5	-	-	-	2.6	4.4	5.1	3.6	2.5	2.8	6.0	7.4	-	4.4	-	5.4	7.4	3.5	-	3.7	7.3	-	3.0	-	-	-	5.3	2020.1
1999-2019	CZ	Usvit + Úsvit	2112	USVIT	2014	7.7	5.3	-	-	4	-	-	9.5	8.6	-	82720	8.6	-	-	-	4.4	0	5.5	2013	-	6.6	3.1	9.6	-	-	-	2.5	-	1.9	3.8	2.4	-	-	-	2.6	-	2.6	-	3.5	-	2.3	-	4.1	1.6	1	15	1	7.7	-	-	6.2	-	0.0	-	9.4	-	-	6.7	-	1	9	7	-	-	9.7	9.2	-	-	-	4	-	4.2	-	3.2	-	7	-	8.2	4	-	6.4	-	-	-	6.9	2020.1
1999-2019	CZ	VV	2110	VV	2010	5.9	5.9	-	-	-	-	-	-	7.6	6.9	82952	-	-	-	5.4	5.4	0	-	2010	3.5	7	2.4	6.9	5.2	-	-	2.5	-	-	5.6	2.4	-	-	-	4.1	-	4.4	-	5.3	-	4.9	-	3.1	3.7	1	20	3	4.3	-	-	-	-	1.0	-	6.6	4.6	4.3	4.6	-	-	-	-	-	4.1	6.6	-	-	-	4.7	5.6	4.4	3.3	2.3	3.1	-	12	4.1	4.6	5.5	5.9	2.2	3.4	-	-	10.9	2020.1
