ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-06-15.seg4.9	ParlaMint-IS_2022-06-15.u1	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.005	1	37	38	0	
ParlaMint-IS_2022-06-15.seg4.10	ParlaMint-IS_2022-06-15.u1	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.950	1	31	32	1	
ParlaMint-IS_2022-06-15.seg4.11	ParlaMint-IS_2022-06-15.u1	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.433	1	39	40	0	
ParlaMint-IS_2022-06-15.seg4.12	ParlaMint-IS_2022-06-15.u1	s	Íslenska	Neikvæðni	neikvæðini	0.226	1	39	40	0	
ParlaMint-IS_2022-06-15.u2	ParlaMint-IS_2022-06-15	u	Íslenska	-	-	-	32	697	741	10	
ParlaMint-IS_2022-06-15.seg5.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.537	1	1	2	1	
ParlaMint-IS_2022-06-15.seg6.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.689	1	2	3	0	
ParlaMint-IS_2022-06-15.seg6.2	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.957	1	21	23	0	
ParlaMint-IS_2022-06-15.seg6.3	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.056	1	54	59	0	
ParlaMint-IS_2022-06-15.seg6.4	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.749	1	12	13	0	
ParlaMint-IS_2022-06-15.seg7.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.746	1	12	13	0	
ParlaMint-IS_2022-06-15.seg7.2	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.317	1	9	10	0	
ParlaMint-IS_2022-06-15.seg7.3	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.336	1	17	18	0	
ParlaMint-IS_2022-06-15.seg7.4	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.620	1	24	25	0	
ParlaMint-IS_2022-06-15.seg7.5	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.626	1	30	31	0	
ParlaMint-IS_2022-06-15.seg7.6	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.898	1	64	65	0	
ParlaMint-IS_2022-06-15.seg7.7	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.338	1	22	23	0	
ParlaMint-IS_2022-06-15.seg7.8	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.334	1	30	32	0	
ParlaMint-IS_2022-06-15.seg7.9	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.722	1	27	28	0	
ParlaMint-IS_2022-06-15.seg7.10	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.980	1	33	34	0	
ParlaMint-IS_2022-06-15.seg8.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.320	1	33	34	0	
ParlaMint-IS_2022-06-15.seg8.2	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.354	1	27	28	0	
ParlaMint-IS_2022-06-15.seg8.3	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.609	1	21	22	0	
ParlaMint-IS_2022-06-15.seg8.4	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.415	1	32	33	0	
ParlaMint-IS_2022-06-15.seg8.5	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.435	1	7	8	0	
ParlaMint-IS_2022-06-15.seg8.6	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	jákvæðni	4.983	1	8	9	1	
ParlaMint-IS_2022-06-15.seg8.7	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.023	1	17	18	0	
ParlaMint-IS_2022-06-15.seg8.8	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	jákvæðni	4.778	1	21	22	1	
ParlaMint-IS_2022-06-15.seg8.9	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	blönduð jákvæðni	4.439	1	13	14	2	
ParlaMint-IS_2022-06-15.seg8.10	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	jákvæðni	4.704	1	22	23	0	
ParlaMint-IS_2022-06-15.seg9.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.079	1	31	32	0	
ParlaMint-IS_2022-06-15.seg9.2	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.730	1	29	30	0	
ParlaMint-IS_2022-06-15.seg9.3	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.704	1	15	16	0	
ParlaMint-IS_2022-06-15.seg10.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	jákvæðni	5.050	1	12	14	0	
ParlaMint-IS_2022-06-15.seg10.2	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.671	1	21	22	0	
ParlaMint-IS_2022-06-15.seg10.3	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.355	1	3	4	0	
ParlaMint-IS_2022-06-15.seg11.1	ParlaMint-IS_2022-06-15.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.105	1	27	33	5	
ParlaMint-IS_2022-06-15.u214	ParlaMint-IS_2022-06-15	u	Íslenska	-	-	-	35	1082	1150	10	
ParlaMint-IS_2022-06-15.seg518.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.689	1	2	3	0	
ParlaMint-IS_2022-06-15.seg518.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.908	1	29	32	0	
ParlaMint-IS_2022-06-15.seg518.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.802	1	31	37	0	
ParlaMint-IS_2022-06-15.seg518.4	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.834	1	12	13	0	
ParlaMint-IS_2022-06-15.seg518.5	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.741	1	28	29	0	
ParlaMint-IS_2022-06-15.seg518.6	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.242	1	36	38	0	
ParlaMint-IS_2022-06-15.seg519.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.085	1	14	15	0	
ParlaMint-IS_2022-06-15.seg519.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.848	1	12	13	0	
ParlaMint-IS_2022-06-15.seg519.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.675	1	28	29	1	
ParlaMint-IS_2022-06-15.seg519.4	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.676	1	61	63	0	
ParlaMint-IS_2022-06-15.seg520.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.735	1	33	36	0	
ParlaMint-IS_2022-06-15.seg520.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.089	1	20	21	0	
ParlaMint-IS_2022-06-15.seg520.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.434	1	14	15	0	
ParlaMint-IS_2022-06-15.seg520.4	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.334	1	63	66	1	
ParlaMint-IS_2022-06-15.seg521.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.864	1	50	52	0	
ParlaMint-IS_2022-06-15.seg522.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.090	1	31	33	0	
ParlaMint-IS_2022-06-15.seg522.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.555	1	13	14	0	
ParlaMint-IS_2022-06-15.seg522.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.001	1	38	42	0	
ParlaMint-IS_2022-06-15.seg523.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.339	1	26	27	0	
ParlaMint-IS_2022-06-15.seg523.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.569	1	1	2	0	
ParlaMint-IS_2022-06-15.seg523.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.170	1	43	44	0	
ParlaMint-IS_2022-06-15.seg523.4	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	neikvæðini	0.363	1	40	41	0	
ParlaMint-IS_2022-06-15.seg524.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.839	1	30	31	0	
ParlaMint-IS_2022-06-15.seg524.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.515	1	29	31	0	
ParlaMint-IS_2022-06-15.seg525.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.060	1	16	17	0	
ParlaMint-IS_2022-06-15.seg525.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.768	1	16	17	0	
ParlaMint-IS_2022-06-15.seg526.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.303	1	40	41	0	
ParlaMint-IS_2022-06-15.seg526.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.698	1	50	51	0	
ParlaMint-IS_2022-06-15.seg526.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.241	1	92	96	0	
ParlaMint-IS_2022-06-15.seg527.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.993	1	21	22	0	
ParlaMint-IS_2022-06-15.seg527.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.961	1	33	42	8	
ParlaMint-IS_2022-06-15.seg528.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.689	1	2	3	0	
ParlaMint-IS_2022-06-15.seg528.2	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.397	1	44	46	0	
ParlaMint-IS_2022-06-15.seg528.3	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Jákvæðni	jákvæðni	4.642	1	37	38	0	
ParlaMint-IS_2022-06-15.seg529.1	ParlaMint-IS_2022-06-15.u214	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.684	1	47	50	0	
ParlaMint-IS_2022-06-15.u215	ParlaMint-IS_2022-06-15	u	Íslenska	-	-	-	58	1828	1929	1	
ParlaMint-IS_2022-06-15.seg530.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.689	1	2	3	0	
ParlaMint-IS_2022-06-15.seg530.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.169	1	37	38	0	
ParlaMint-IS_2022-06-15.seg530.3	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.158	1	52	55	0	
ParlaMint-IS_2022-06-15.seg530.4	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.812	1	11	12	0	
ParlaMint-IS_2022-06-15.seg530.5	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	jákvæðni	5.036	1	5	6	0	
ParlaMint-IS_2022-06-15.seg530.6	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.280	1	15	16	0	
ParlaMint-IS_2022-06-15.seg530.7	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.755	1	10	11	0	
ParlaMint-IS_2022-06-15.seg530.8	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.484	1	33	35	0	
ParlaMint-IS_2022-06-15.seg530.9	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.296	1	21	22	0	
ParlaMint-IS_2022-06-15.seg530.10	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.311	1	40	44	0	
ParlaMint-IS_2022-06-15.seg530.11	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	4.405	1	14	15	0	
ParlaMint-IS_2022-06-15.seg530.12	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.495	1	28	32	0	
ParlaMint-IS_2022-06-15.seg530.13	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.350	1	43	46	0	
ParlaMint-IS_2022-06-15.seg530.14	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.254	1	9	10	0	
ParlaMint-IS_2022-06-15.seg530.15	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	jákvæðni	4.629	1	29	30	0	
ParlaMint-IS_2022-06-15.seg531.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.198	1	40	43	0	
ParlaMint-IS_2022-06-15.seg531.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.526	1	37	38	0	
ParlaMint-IS_2022-06-15.seg531.3	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.978	1	9	10	0	
ParlaMint-IS_2022-06-15.seg531.4	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.251	1	61	62	0	
ParlaMint-IS_2022-06-15.seg531.5	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.250	1	48	51	0	
ParlaMint-IS_2022-06-15.seg531.6	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.610	1	1	2	0	
ParlaMint-IS_2022-06-15.seg531.7	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.714	1	77	79	0	
ParlaMint-IS_2022-06-15.seg531.8	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.194	1	42	46	0	
ParlaMint-IS_2022-06-15.seg531.9	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	4.246	1	11	12	0	
ParlaMint-IS_2022-06-15.seg532.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.300	1	23	24	0	
ParlaMint-IS_2022-06-15.seg532.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.894	1	39	42	0	
ParlaMint-IS_2022-06-15.seg532.3	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.182	1	56	58	0	
ParlaMint-IS_2022-06-15.seg533.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.799	1	30	32	0	
ParlaMint-IS_2022-06-15.seg533.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.154	1	5	6	0	
ParlaMint-IS_2022-06-15.seg533.3	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.551	1	8	9	0	
ParlaMint-IS_2022-06-15.seg533.4	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.529	1	8	9	0	
ParlaMint-IS_2022-06-15.seg533.5	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	4.305	1	23	24	0	
ParlaMint-IS_2022-06-15.seg533.6	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.873	1	30	32	0	
ParlaMint-IS_2022-06-15.seg533.7	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.741	1	16	17	0	
ParlaMint-IS_2022-06-15.seg533.8	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.230	1	6	7	0	
ParlaMint-IS_2022-06-15.seg533.9	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.205	1	6	7	0	
ParlaMint-IS_2022-06-15.seg533.10	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.742	1	6	8	0	
ParlaMint-IS_2022-06-15.seg533.11	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.704	1	12	13	0	
ParlaMint-IS_2022-06-15.seg533.12	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	jákvæðni	4.966	1	18	19	0	
ParlaMint-IS_2022-06-15.seg533.13	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.114	1	59	63	0	
ParlaMint-IS_2022-06-15.seg533.14	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.394	1	20	21	0	
ParlaMint-IS_2022-06-15.seg533.15	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	jákvæðni	4.865	1	27	29	0	
ParlaMint-IS_2022-06-15.seg534.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.429	1	71	74	0	
ParlaMint-IS_2022-06-15.seg534.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.147	1	66	67	0	
ParlaMint-IS_2022-06-15.seg534.3	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.087	1	52	53	0	
ParlaMint-IS_2022-06-15.seg534.4	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.243	1	57	58	0	
ParlaMint-IS_2022-06-15.seg534.5	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.888	1	1	2	0	
ParlaMint-IS_2022-06-15.seg534.6	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	jákvæðni	4.669	1	12	13	0	
ParlaMint-IS_2022-06-15.seg534.7	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.748	1	66	67	0	
ParlaMint-IS_2022-06-15.seg534.8	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.843	1	94	100	0	
ParlaMint-IS_2022-06-15.seg534.9	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.347	1	89	93	1	
ParlaMint-IS_2022-06-15.seg534.10	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.539	1	41	42	0	
ParlaMint-IS_2022-06-15.seg534.11	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.533	1	52	53	0	
ParlaMint-IS_2022-06-15.seg534.12	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.671	1	66	69	0	
ParlaMint-IS_2022-06-15.seg534.13	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.700	1	20	21	0	
ParlaMint-IS_2022-06-15.seg534.14	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.256	1	14	15	0	
ParlaMint-IS_2022-06-15.seg535.1	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.640	1	12	13	0	
ParlaMint-IS_2022-06-15.seg535.2	ParlaMint-IS_2022-06-15.u215	s	Íslenska	Neikvæðni	neikvæðini	0.258	1	48	51	0	
