ParlaMint-BE_2019-03-14-54-plenair-ip274x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u27	[[05.08 Richard Miller (MR):]] Monsieur le premier ministre, je vous remercie pour vos réponses. J'en retiens que, depuis le début de l'aventure du Brexit que nous n'avons pas voulue, vous avez pris toutes les mesures qu'il fallait afin de mettre notre pays en état de pouvoir faire face à la situation. Évidemment, la situation a évolué et les choses se compliquent, mais venir dire qu'il vaut mieux tard que jamais lorsque vous organisez une rencontre notamment avec la Communauté flamande, je trouve cela excessif. Vous avez pris les mesures qu'il fallait dans l'intérêt de l'ensemble de notre pays, quelle que soit la Région. Enfin, je souhaite attirer votre attention sur un autre point qui va arriver dans l'ordre du jour. Il s'agit d'examiner, étant donné le Brexit, quelles seront les conséquences pour une relance du projet européen, pour que l'Europe retrouve un nouveau souffle. Là aussi, je fais confiance à votre sagesse, monsieur le premier ministre.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u28	[[05.09 Vincent Van Peteghem (CD&V):]] Mijnheer de eerste minister, wij weten inderdaad wel wat ze niet willen in het Verenigd Koninkrijk, maar wij weten niet wat ze wel willen. De vraag is natuurlijk of wij nog willen wat zij wel gaan willen. Dat is natuurlijk de grote vraag, de vraag naar duidelijkheid, die er natuurlijk ook voor ons moet komen. Die duidelijkheid, voor ons land en voor de Europese Unie, gaat in de eerste plaats over de timing, de inhoud en de voorwaarden. Ik heb er alle vertrouwen in dat u daar de juiste keuzes zult maken en de juiste voorwaarden zult opleggen. Er moet natuurlijk ook duidelijkheid komen voor onze bedrijven. Dat is heel belangrijk. U zei dat er inderdaad inspanningen geleverd worden voor onze douaniers, dat extra controleurs zullen worden aangeworven voor het voedselagentschap. Wij moeten onze bedrijven tonen dat wij klaar zijn voor de brexit. Wij moeten onze bedrijven en burgers die duidelijkheid geven.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u29	[[Le président:]] Monsieur Laaouej, un petit mot?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u30	[[05.10 Ahmed Laaouej (PS):]] Oui, monsieur le président, j'aurais dû intervenir en début de séance, je le conçois bien. Mais je voudrais signaler que nous souhaitions interroger monsieur le premier ministre également sur ce trafic de visas. Mais il nous a été dit que le ministre ne souhaitait pas répondre à la question et qu'il fallait l'adresser à Mme De Block. Je découvre à présent que M. Vuye a la possibilité – tant mieux pour lui d'ailleurs – d'interroger monsieur le premier ministre. Vous comprendrez que nous sommes contrariés. Mme Fernandez était prête à interroger monsieur le premier ministre.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u31	[[Le président:]] Monsieur Laaouej, je dois vous dire que j'ai beaucoup réfléchi à ce problème. La manière dont M. Vuye a formulé sa question impliquait que personne d'autre que le premier ministre ne pouvait y répondre. Donc, c'est en raison de la formulation utilisée par M. Vuye qu'il peut poser sa question au premier ministre. Oui, madame Fonck?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u32	[[05.11 Catherine Fonck (cdH):]] Monsieur le président, comme vous le savez, M. Dallemagne a une question sur le même sujet. C'est le même titre en tout cas.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u33	[[Le président:]] Non, madame Fonck, M. Dallemagne s'est adressé au ministre de l'Intérieur. Et en fonction de ce que j'ai lu, c'était une question tout à fait différente. Mijnheer Vuye, u heeft het woord.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u34	[[06.01 Hendrik Vuye (Vuye&Wouters):]] Mijnheer de eerste minister, mevrouw De Block heeft gisteren in de commissie voor de Binnenlandse Zaken haar rapport voorgesteld. Ik heb daar maar één woord voor. Het rapport is ontluisterend. Het was trouwens ook opvallend stil op Twitter. Het blijkt immers dat de redding van 1 500 christenen uit de klauwen van IS fake news is. Dat zij allemaal asiel hebben aangevraagd en gekregen, is ook fake news. Het blijkt eveneens dat 121 van hen zelfs spoorloos zijn. Het bestaan van een sluitende procedure is fake news. Het bestaan van een streng en rechtvaardig asielbeleid is fake news. Slordigheid en nalatigheid zijn ter zake betere termen. Ook de bewering dat het om allemaal kwetsbare personen gaat, is fake news. In de commissie voor de Binnenlandse Zaken is men trouwens komen verklaren dat niet geweten is of de mensen op de lijst van Aalst kwetsbaar zijn. Men hoopt het. De kers op de taart is dat iemand die in Syrië blijkbaar zware misdaden heeft gepleegd, met een humanitair Franckenvisum naar België is gekomen. Is dat streng en rechtvaardig? Is dat een handlanger van Assad uit de klauwen van IS redden? Mijnheer de eerste minister, wij hebben hier te maken met een groot democratisch probleem. Daarover gaat mijn vraag. Was de regering niet gevallen, dan hadden wij het voorgaande nooit geweten. Er was in dat geval nooit een rapport-De Block geweest. Het Parlement is niet in staat geweest Theo Francken te controleren. Ook binnen de regering is die controle niet gebeurd. Wie het verslag van Myria las, zag dat onder de heer Francken de cijfers van de humanitaire visa vertienvoudigden, namelijk van een tweehonderdtal onder mevrouw De Block in 2014 naar meer dan 2 300 onder de heer Francken. Heeft dan niemand binnen de regering zich vragen gesteld? Er is de voorbije decennia binnen de regering immers een hiërarchie gegroeid, met een eerste minister en vice-eersteministers die de beslissers zijn en deel uitmaken van het kernkabinet, met daaronder vakministers en staatssecretarissen, die bovendien aan een minister zijn toegewezen. Staatssecretaris Francken was aan de heer Jambon toegewezen. De heer Jambon heeft echter niks gemerkt. Mijnheer de eerste minister, ook u hebt hier meermaals de heer Francken en het beleid van de heer Francken verdedigd. Ook u hebt blijkbaar niks gemerkt. Mijn vraag is de volgende. Wie binnen de regering is nog politiek verantwoordelijk voor het gedrag van sommige staatssecretarissen en voor de manier waarop zij hun bevoegdheden hebben uitgeoefend?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u35	[[06.02 Eerste minister Charles Michel:]] Mijnheer de voorzitter, collega's, toen wij kennis hadden genomen van de eerste informatie over het verhaal van de humanitaire visa en toen wij kennis hadden genomen van het gerechtelijk onderzoek, heb ik onmiddellijk in naam van de regering en van de bevoegde minister gezegd dat wij een maximale transparantie met het Parlement zouden respecteren. Wij hebben dat gedaan. Wij hebben met een administratief onderzoek duidelijkheid verschaft. Het is in een democratie inderdaad de plicht van een regering, onze plicht, om in alle transparantie duidelijkheid te verschaffen, zodat daaruit lessen kunnen worden getrokken voor de toekomst en de controle kan worden versterkt. Ik heb dat een paar keer gezegd en ik heb bevestigd dat het principe van de humanitaire visa belangrijk blijft voor ons. Het verhogen van het aantal humanitaire visa is een argument dat ik hier een paar keer heb gebruikt omdat dit in onze ogen toont dat wij rekening hebben gehouden met een internationale situatie, met veel crisissen op internationaal niveau. Binnen de verschillende verantwoordelijkheden van een regering was er de verantwoordelijkheid van een staatssecretaris om de beslissing te nemen. Dat is niet nieuw, dat was ook de procedure in het verleden. Ik wil duidelijk zijn. De feiten waarvan wij gisteren in de commissie kennis hebben gekregen, zijn bijzonder ernstig. Zoals velen ben ook ik gechoqueerd door die informatie. Er is een vraag die misschien nooit zal kunnen worden beantwoord. Als er geen regering in lopende zaken was geweest, en dat is misschien een geluk voor de staatssecretaris, dan had hij waarschijnlijk, gelet op de feiten, ontslag moeten nemen.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u36	[[06.03 Hendrik Vuye (Vuye&Wouters):]] Mijnheer de voorzitter, mijnheer de eerste minister, ik dank u voor uw antwoord. Mevrouw De Block heeft gisteren in de commissie inderdaad volledige transparantie geboden. De gewezen staatssecretaris zegt nu dat wij geen politieke spelletjes moeten spelen. Dat is een beetje zoals Popeye die zegt dat wij geen spinazie meer moeten eten of de heer Francken die zou zeggen dat wij beter zouden stoppen met tweeten. Dit is geen politiek spelletje, wij stellen hier gewoon vast dat er in ons systeem te weinig checks and balances zijn ingebouwd om dergelijke zaken te beletten. Dat is erg, want als er geen regering in lopende zaken was geweest, zou er ook geen rapport-De Block zijn geweest. Dit is een falen van het politiek systeem, van het Parlement en van de regering. Ik wil u erop wijzen dat dit niet het enige dossier is. Er is ook het dossier van de Libische fondsen. Niemand heeft die gelden vrijgegeven, maar ze zijn wel vrij. Ook daar botst iedereen op eenzelfde gebrek aan transparantie. Daarover zal er geen rapport komen, om de eenvoudige reden dat de verantwoordelijke of zijn partij hoogstwaarschijnlijk nog deel uitmaakt van de regering en dat de particratie dat potje wel gedekt zal houden.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u37	[[07.01 Benoît Friart (MR):]] Monsieur le président, monsieur le vice-premier ministre, chers collègues, nous avons pu prendre connaissance, en ce début de semaine, du rapport émis par le FMI et portant sur l'économie belge. Ce rapport est particulièrement positif. Il cite notamment le PIB réel par habitant, qui est revenu à un niveau supérieur à ce qu'il était avant la crise. Il parle également du chômage, descendu à un niveau inférieur à ce qu'on connaissait il y a quatre décennies. Tout cela est évidemment de bon aloi et à mettre en relation avec l'action de notre gouvernement. Ce rapport cite également le déficit budgétaire qui est ramené à moins de 1 % de notre PIB en cette année 2018. Il parle aussi de notre dette budgétaire qui a entamé une spirale baissière puisque, pour 2019, le FMI prévoit qu'elle sera en dessous de 100 % du PIB. C'est une très bonne chose. Tous ces résultats ont bien sûr été rendus possibles par toutes les réformes structurelles, budgétaires que le gouvernement a entreprises, notamment la réforme de l'impôt sur les sociétés, la réforme des pensions et la diminution des charges sociales et davantage de réductions d'impôt pour les travailleurs. Le travail n'est évidemment pas terminé. Nous devons rester ambitieux, volontaristes, d'autant que le FMI prévoit une croissance plus modérée pour les prochaines années. C'est ainsi que nous devrons continuer à renforcer le potentiel de notre économie. Il conviendra de rendre le marché du travail plus inclusif, notamment pour les jeunes, les travailleurs plus âgés, pour les allochtones. Il faudra également continuer à investir dans nos infrastructures et bien sûr continuer à diminuer la dette. Monsieur le ministre, quelle est votre analyse de ce rapport? Des points particuliers ont-ils retenu votre attention? Si oui, lesquels? Par ailleurs, selon vous, quels sont les premiers chantiers auxquels il conviendrait de s'atteler?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u38	[[07.02 Kris Peeters, ministre:]] Monsieur le président, chers collègues, monsieur Friart, je serai bref. Comme vous, j'ai lu le rapport du FMI. Il est très important de souligner ce qui est positif. Le FMI nous félicite pour nos bons résultats après la crise financière mondiale. Nous sommes à nouveau au-dessus du niveau d'avant la crise. Vous avez bien signalé que le taux de chômage est à son niveau le plus bas depuis quatre décennies. Le FMI indique que ce n'est pas une coïncidence. Les réformes fiscales et structurelles que vous avez signalées sont à nouveau saluées. Comme d'autres institutions, le FMI est également un peu pessimiste pour 2019, avec une croissance du PIB de 1,3 %. Ici aussi, les principales causes sont les tensions géopolitiques croissantes et les incertitudes économiques au sein de la zone euro, par exemple en Italie, et aussi les suites du Brexit. Le FMI prévoit toutefois que notre croissance économique de 2020 à 2024 sera de 1,5 % du PIB, ce qui est nettement plus favorable que les prévisions du Bureau du Plan, qui a lancé le chiffre de 1,1 %. D'autres estimations sont généralement favorables, mais le FMI dit aussi que nous ne devons pas nous reposer sur nos lauriers. Comme vous l'avez déjà relevé, nous devons continuer à travailler en permanence pour améliorer la situation de notre économie, de nos entreprises, la compétitivité, le marché de l'emploi et les investissements. Pour conclure, le FMI est positif. Ce n'est pas toujours le cas. Nous devons travailler dans l'idée que nous ne sommes pas au bout de nos peines, mais nous avons déjà pris des mesures très positives aux yeux du FMI et pour nous tous.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u39	[[07.03 Benoît Friart (MR):]] Monsieur le vice-premier ministre, je vous remercie pour vos réponses. Effectivement, ce rapport, comme d'autres, constitue une reconnaissance de tout le travail effectué par le gouvernement. C'est un encouragement à poursuivre cette politique. Il ne faut pas s'arrêter en si bon chemin. Il faudra continuer à réformer en profondeur. Le Pacte national pour les investissements stratégiques, cher à notre premier ministre, nous permettra certainement d'atteindre d'autres objectifs. Ces réformes sont nécessaires pour continuer à faire en sorte que notre pays soit toujours plus prospère et dynamique.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u40	[[Le président:]] Avant de donner la parole à M. Dallemagne, madame Jiroflée, vous souhaitez intervenir?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u41	[[07.04 Karin Jiroflée (sp.a):]] Mijnheer de voorzitter, ik heb een vraag over de dringende medische hulpverlening ingediend voor de minister van Volksgezondheid. De minister van Volksgezondheid is bevoegd. Misschien antwoordt ze wel niet graag op die vraag. De minister is hier ook aanwezig. Ik begrijp niet goed waarom mijn vraag plotseling aan de heer De Crem werd gericht? Ik heb mijn vraag gericht aan de minister van Volksgezondheid. Zij is bevoegd en zij is niet verhinderd, want ze zal binnen enkele ogenblikken op andere vragen antwoorden.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u42	[[De voorzitter:]] Uw eerste en derde punt zijn correct. Het tweede punt niet, het is de minister van Binnenlandse Zaken die ter zake bevoegd is.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u43	[[07.05 Karin Jiroflée (sp.a):]] Ik durf dat te betwijfelen, mijnheer de voorzitter. Er zijn KB's die ondertekend zijn door de minister van Volksgezondheid en die gaan over die dringende medische hulpverlening. Ik heb er hier één als voorbeeld bij. Ik zie niet in waarom de minister van Volksgezondheid hiervoor niet bevoegd zou zijn.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u44	[[De voorzitter:]] Mevrouw Jiroflée, de beoordeling gebeurt in twee fasen. Eerst oordeel ik zelf in overleg met de diensten vanzelfsprekend over de bevoegdheid. Als blijkt dat een andere minister bevoegd is, wat deze morgen ook zo was, transfereren we de vraag naar de bevoegde minister. Als die op zijn beurt de vraag aanvaardt, impliceert dit dat hij ook vindt dat hij bevoegd is; vandaar de beslissing.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u45	[[07.06 Karin Jiroflée (sp.a):]] Ik kan mij niet van de indruk ontdoen dat dit een beetje een belemmering is van de controlebevoegdheid van het Parlement.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u46	[[De voorzitter:]] Dat is niet zo, mevrouw Jiroflée. Dat is een intentieproces dat helemaal niet correct is.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u47	[[08.01 Georges Dallemagne (cdH):]] Monsieur le ministre, votre collègue en charge de l'Asile a présenté hier un rapport administratif relatif à ce qu'il est convenu d'appeler le "visagate" de l'ancien secrétaire d'État Theo Francken. Vu qu'il émane de l'administration, ce rapport est en principe neutre et impartial. Particulièrement cinglant, il représente un véritable pavé dans la mare, où l'on apprend qu'un nouveau canal de migration avait été ouvert au moyen de procédures opaques. Celles-ci ont été décidées en dépit de l'examen de critères tels que la vulnérabilité et au mépris des contrôles de sécurité. Ces pratiques ont été exercées sur une base collective, à partir de listes parfois fort imprécises. En effet, dans certains cas, on ne connaissait même pas la nationalité, pas plus que la date de naissance – qui constitue pourtant une information de base – des personnes qui demandaient un visa humanitaire, lequel fut malgré tout accordé. On sait aussi qu'au moins 121 personnes ont disparu dans la nature. De plus, on a appris ce matin qu'au moins l'une d'entre elles était soupçonnée de crimes commis au service du régime de Bachar el-Assad. Cette dernière se trouve sur notre territoire. En tout cas, elle a obtenu un visa humanitaire. Nous voyons donc à quel point les règles élémentaires en termes de contrôle de sécurité ont été bafouées. Les conséquences sont désormais visibles. En outre, il apparaît que la BNG (Banque de données nationale générale de la police) n'a pas été consultée. Mes questions seront simples, monsieur le ministre de l'Intérieur. Tout d'abord, que pouvez-vous nous dire au sujet de ce cas particulier? L'intéressé a-t-il été appréhendé? Devra-t-il répondre de ses actes devant la justice? Organise-t-on désormais un screening systématique des demandeurs? Nous détenons en effet peu d'informations à leur sujet. Plus généralement, cela se serait-il produit si les règles élémentaires en termes de bonne gouvernance et d'examen des dossiers sur une base individuelle avaient été respectées et si les procédures normales avaient été suivies? Disposerons-nous enfin de règles qui seront observées au cours de l'examen des visas humanitaires? Cet outil me paraît extrêmement précieux. Le dévoiement auquel nous avons assisté, venant de la part de quelqu'un qui se montrait particulièrement intransigeant et rigoureux dans le respect des règles, a servi en réalité un système clientéliste, bien éloigné de toute préoccupation humanitaire. J'espère que ce ne sera plus le cas dorénavant.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u48	[[08.02 Pieter De Crem, ministre:]] Monsieur Dallemagne, le président m'a demandé d'être concis. La police fédérale m'informe qu'elle n'a à aucun moment été sollicitée pour contrôler les personnes entrant en ligne de compte pour l'obtention d'un visa humanitaire. Ni l'Office des Étrangers, ni le cabinet de l'ancien secrétaire d'État Francken n'ont sollicité la police à cet effet. Il est toutefois évident que les bases de données de la police sont plus exhaustives que celles de la Sûreté de l'État. Cela me semble être un éventuel problème pour notre sécurité et par extension, pour celle de l'ensemble de l'espace Schengen. L'arrestation du beau-frère de Melikan Kucam n'exclut pas un éventuel lien entre les milieux criminels d'Anvers et le dossier des visas humanitaires. L'enquête judiciaire est en cours. Il ne peut donc pas être exclu que des personnes aient, à un autre titre - par exemple, par la suite, en tant que demandeurs d'asile - encore été contrôlées via les bases de données de la police. Je demanderai immédiatement à ma collègue la ministre De Block de transmettre à la police fédérale la liste de ces visas humanitaires délivrés, dont le nombre dépasse le millier, en vue d'une vérification dans les bases de données de la police, en commençant par les 121 personnes qui n'ont apparemment pas encore demandé l'asile mais qui ont bel et bien obtenu un visa humanitaire. En ce qui concerne la personne qui aurait travaillé pour le régime Assad, comme évoqué hier au sein de la commission Intérieur, je peux vous signaler que mes services ont demandé à l'Office des Étrangers de communiquer le nom de la personne concernée. Dès que le nom leur sera communiqué, cette personne fera au plus vite l'objet d'un screening. Concernant l'opacité, l'exercice du pouvoir discrétionnaire du secrétaire d'État Francken a donc conduit à une situation où les bases de données de la police n'ont pas été consultées dans le cadre de la délivrance des visas humanitaires. Voici ma réponse à ce stade.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u49	[[08.03 Georges Dallemagne (cdH):]] Monsieur le ministre, je vous remercie pour vos réponses. Il est particulièrement affligeant et choquant de voir comment ceux-là même qui prétendaient incarner la rigueur, l'État de droit, l'impartialité ont conduit à ce que des personnes soient aujourd'hui non identifiables dans la nature. Au moins une personne est aujourd'hui soupçonnée d'être un tortionnaire du régime de Bachar el-Assad. C'est un choc! Il faut penser aux dizaines de milliers de personnes qui ont subi la cruauté de ce régime. C'est un choc de penser que la Belgique aurait pu contribuer, à travers ce secrétaire d'État, à exfiltrer ici un tel personnage! J'espère qu'on pourra faire un examen rigoureux de tous les cas individuels. L'idée est de revenir à la notion du visa humanitaire, c'est-à-dire de protéger des personnes vulnérables et pas de servir un système clientéliste et, dans certains cas, mafieux avec extorsion de fonds.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u50	[[09.01 Karin Jiroflée (sp.a):]] "Mevrouw" de minister, zo spreek ik u dan maar aan, omdat uit diverse stukken blijkt dat de dringende medische hulpverlening, waarover ik een vraag stel, de bevoegdheid is van de minister van Volksgezondheid. Ter zake, als mensen in nood verkeren, moeten ze de zekerheid hebben dat ze ook geholpen worden. Vandaag is die zorgzekerheid er niet; nog altijd niet, zo durf ik te zeggen. Drie jaar geleden al belde iemand het noodnummer 112 en geraakte niet binnen door het hevig onweer op dat moment. Die persoon is toen overleden. Om dergelijke situaties te vermijden, werd het nummer 1722 geïnstalleerd. Vandaag stellen we vast dat het probleem blijft. Ook afgelopen weekend probeerde de familie van iemand die een beroerte kreeg, de noodcentrale te bellen en slaagde daar helemaal niet in. Gelukkig heeft de man het wel overleefd. Collega's, dat is onaanvaardbaar. Uren wachttijd bij een noodcentrale – ik lees dat het over uren gaat – is onaanvaardbaar. Niet geholpen worden bij dringende nood is onaanvaardbaar. Bij elke noodcentrale is er op het moment een personeelstekort tussen de 20 % en de 40 %. Dat is een tekort van driehonderd medewerkers om mensen in nood te helpen. Laat het duidelijk zijn dat het nummer 1722 een bijzonder goed initiatief is, maar het kan alleen werken als er genoeg personeel is en als de mensen goed weten voor welk incident ze naar welk nummer moeten bellen. Er waren afgelopen zondag bij de storm niet alleen wachttijden voor het nummer 1722, maar ook bij de noodnummers 112 en 101. Hebt u ondertussen al een zicht op de duur van de wachttijden, want dat was onduidelijk? De vakbonden van de noodcentrales eisen al lang een bewustmakingsactie voor het gebruik van de nummers. Welk nummer moet men in welk geval gebruiken? Zij vragen ook al heel lang om extra personeel. Bent u bereid om daarop in te gaan? Wanneer zal dat gebeuren?
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u51	[[09.02 Minister Pieter De Crem:]] Collega Jiroflée, wanneer u het hebt over de lange wachttijden, meen ik dat er een onderscheid gemaakt moet worden tussen de uitzonderlijke situatie van de afgelopen dagen met de activering van het nummer 1722 en de reguliere werking van de noodcentrales 112 en 101. Het nummer 1722 is geen noodnummer, maar wel een nummer waarnaar burgers kunnen bellen voor hulp bij niet-levensbedreigende schade die wordt veroorzaakt door het noodweer, zoals weggeblazen dakpannen, een omgevallen boom of versperringen. Overigens, vandaag heerst er sinds 11.00 uur een code geel over heel het land tot een nog nader te bepalen uur in de vooravond. Het nummer 1722 is op dit moment dus nog steeds actief. Het nummer 1722 werd afgelopen zaterdag tijdig door mijn diensten geactiveerd en er werden zaterdag 115 oproepen ontvangen. Op zondag waren er 80 807 oproepen. Op maandag was het aantal oproepen teruggevallen naar 5 981 en op dinsdag waren er 1 572 oproepen. Het is duidelijk dat een en ander ook een impact heeft gehad voor de oproepen naar het noodnummer 112. Dat sommige oproepers, burgers, die het nummer 1722 niet onmiddellijk konden bereiken, dan toch naar 112 of zelfs naar 101 hebben gebeld, heeft mede de aangehaalde situatie in de hand gewerkt. Ook het terugbellen voor eenzelfde vraag heeft de centrales onnodig belast. Overigens wil ik duidelijk stellen dat wij zelfs met volledig opgevulde personeelskaders die toevloed aan oproepen in die uitzonderlijke situatie niet snel hadden kunnen verwerken. Een minimale bedieningstijd neemt al snel één tot twee minuten in beslag. Afgelopen zondag werden er dertig operatoren extra ingezet voor de behandeling van de oproepen. De personeelskaders van de noodcentra 112 en 101 zijn vandaag voor ongeveer 80 % ingevuld. Weliswaar zijn er verschillen tussen de centra onderling. Ik heb reeds de mogelijkheid gehad om vele van die centrales, die vaak gehuisvest zijn in gebouwen van de politiediensten, te bezoeken. Sommige centra kampen met een groter personeelstekort dan andere. Specifiek kan ik op uw vraag antwoorden dat er nog dit jaar nieuwe personeelsleden worden aangeworven om de tekorten terug te dringen. De personeelsleden zitten echter in een bijzonder, apart personeelsstatuut, met andere shiften dan die van het hulpverleningspersoneel en de politiediensten, maar daarvan bent u op de hoogte. Verschillende andere maatregelen worden genomen om het aantal oproepen per centrale te laten dalen. Er loopt ook een pilootproject, met name de interactive voice response, met een keuzemenu 112/101. Dat project is geëvalueerd tijdens het voorbije moeilijke weekend en die evaluatie heeft ons geleerd dat het gebruik van die technologie een positieve invloed heeft op het terugdringen van zowel het aantal nutteloze oproepen als van het aantal keren dat oproepen van 112 naar 101 of omgekeerd moeten worden doorgeschakeld.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u52	[[De voorzitter:]] U moet afronden, mijnheer de minister.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u53	[[09.03 Minister Pieter De Crem:]] Ik heb de intentie om die technologie nog dit jaar over heel het land uit te rollen.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u54	[[09.04 Karin Jiroflée (sp.a):]] Mijnheer de minister, bedankt voor uw antwoord. In uw betoog hebt u alleen maar mijn stelling geïllustreerd dat er heel dringend nieuw en meer personeel moet komen. U hebt het over dertig personeelsleden extra, maar er is nood aan driehonderd personeelsleden extra. Ik ben blij te horen over uw pilootproject en ik hoop dat het klopt dat er voor het einde van het jaar meer personeel zal zijn, maar dan nog blijf ik ervan overtuigd dat dat niet genoeg is en dat er een speciaal systeem moet komen, waarbij op dagen zoals afgelopen zondag reserves kunnen worden ingezet. Mijnheer de minister, het is de week van de zorg. Het minste wat men in een welvarend en beschaafd land kan verwachten, is dat er zorgzekerheid is. Als men in nood verkeert, moet men kunnen rekenen op hulp. Daarin moet dringend verandering komen, want vandaag is dat helaas niet het geval.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u55	[[De voorzitter:]] Wij komen nu aan de vragen aan minister De Block. Elle répondra aussi aux questions adressées à M. le ministre Bellot, qui ne pouvait pas être présent pour des raisons personnelles mais tout à fait légitimes.
ParlaMint-BE_2019-03-14-54-plenair-ip274x.u56	[[10.01 Filip Dewinter (VB):]] Mijnheer de voorzitter, mevrouw de minister, het aantal asielaanvragen blijft pieken. Vandaag maakte Eurostat bekend dat het aantal asielaanvragen in 2018 in Europa met 11 % is gedaald ten opzichte van 2017, terwijl het in ons land met 19 % is gestegen — van 19 688 in 2017 naar 23 443 vorig jaar. In januari van dit jaar viel er eveneens een record aantal asielaanvragen te noteren en ook in februari was er een stijging met 17,5 % — van 1 757 naar 2 063. U hebt een plan opgesteld om 3 250 nieuwe opvangplaatsen en 1 500 bufferplaatsen te creëren. Dit leidt echter tot chaos op het terrein. Her en der moeten er immers gebouwen worden gezocht door het Rode Kruis, Fedasil en dergelijke. Dit gebeurt meestal volgens de klassieke methode. Men zoekt, men vindt en sluit een contract, en pas dan wordt er gecommuniceerd met de gemeente- en stadsbesturen en met de buurtbewoners, met alle gevolgen van dien. Nu zou er ook in Antwerpen, vlak bij de gevierde burgemeester van onze stad, Bart De Wever, een asielcentrum worden geopend, meer bepaald in een klooster in Deurne, terwijl een stad als Antwerpen al het grootste aantal erkende vluchtelingen opvangt — 5 800 om precies te zijn. Zoals vele grote steden is ook Antwerpen een vergaarbak voor alle probleemgevallen die men elders niet wil, van asielzoekers over illegalen tot drugsverslaafden en daklozen. U noemt het maar op, het komt allemaal naar de grote steden. Daarbovenop de grote steden nog eens extra belasten met nieuwe opvangcentra, lijkt mij een zeer slecht idee. Nog veel beter, mevrouw de minister, zou natuurlijk zijn een strenger beleid te voeren en de Conventie van Genève te hervormen, zodat wij geen asielzoekers van buiten Europa meer moeten opvangen. Dit echter geheel terzijde. Laten wij het hebben over de asielcentra. Ik verneem graag van u wat uw plannen zijn. Waarom is er niet meer openheid ten opzichte van de gemeentebesturen over dat soort van centra? Wat zijn uw concrete plannen? Welke centra komen er bij om de 3 250 extra plaatsen en 1 500 bufferplaatsen te realiseren? U zult ter zake ongetwijfeld alle openheid willen verlenen.
