ParlaMint-BE_2016-10-13-54-plenair-ip130x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u26	[[03.16 Jean-Marc Nollet (Ecolo-Groen):]] Monsieur le président, nous avons vu M. Ducarme déposer ce que je suppose être une motion. Je souhaitais en connaître la teneur. S'agit-il d'une motion de confiance ou de défiance ou encore d'une motion pure et simple?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u27	[[Le président:]] C'est une motion pure et simple, monsieur Nollet.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u28	[[03.17 Meryame Kitir (sp.a):]] Mijnheer de eerste minister, wij dachten dat u vandaag een woordje uitleg kwam geven over de chaos in uw regering, maar het is net alsof u hier aan uw regeringspartijen een nieuwjaarsbrief bent komen voorlezen over wat u graag zou willen. Ik zag aan uw houding, mijnheer de eerste minister, dat u een beetje onwennig was, want voor alles wat u hier vandaag hebt verklaard, bent u niet zeker dat u er een meerderheid voor heeft. Ik begrijp die ontkenningsfase van u niet. U blijft doen alsof er niets aan de hand is. Alle oppositiepartijen, alle mensen buiten dit Parlement, stellen zich de vraag wat er aan de hand is met de regering, waarom ze zo verdeeld is. Waarom hangen de leden niet samen? Waarom kunnen zij niet aan de onderhandelingstafel zitten en onze problemen, waarmee wij dagelijks zitten, oplossen? U komt hier mooi vertellen: “Wij zijn goed bezig, welke regering heeft dat ooit eerder gedaan?” [[(Roept en bootst premier Michel na)]] Maar, mijnheer de eerste minister, u hebt veel gevraagd van de mensen. Veel gevraagd! U hebt 4 miljard te kort! Vindt u dan dat u zo goed bezig bent? Vindt u echt dat u zo stoer kunt zijn en verwijzen naar wat deze regering allemaal doet? Ik zou in uw plaats veel nederiger zijn, mijnheer de eerste minister. Veel nederiger! Want u kunt uw beloften aan de mensen niet waarmaken. Bovendien hebt u een regering die verdeeld is. Zelfs nu wij hier bijeen zitten, zijn er nog regeringspartijen die daar buiten verklaren dat zij de eis van een andere regeringspartij niet zullen dulden. Ik heb u gevraagd, mijnheer de eerste minister, die verdeeldheid binnen uw regering op te lossen. Zolang u die niet oplost, kunt u hier mooie praatjes komen houden, maar geen van die mooie praatjes zal uitkomen. Zorg dat de verdeeldheid binnen uw regering opgelost is, want anders kunt u er beter mee stoppen!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u29	[[03.18 Catherine Fonck (cdH):]] Monsieur le président, monsieur le premier ministre, que venez-vous de nous dire? D'abord que ce n'est pas de votre faute: c'est le Brexit; on a reçu les chiffres tardivement, il y a trois semaines. Monsieur le premier ministre, tous les indicateurs sont au rouge depuis des mois. Vous le saviez! Qu'avez-vous attendu pour travailler en temps utile et avec sérieux? Vous nous dites encore que des réformes ambitieuses prennent du temps à être décidées. L'ISOC, la mobilisation de l'épargne … Mais vous vous êtes décidés hier, chers ministres. Si vous vouliez travailler avec sérieux et efficacité, cela fait deux ans que vous auriez dû vous pencher sur ces réformes. Les deux dernières années, dites-vous, n'auraient pas été simples pour votre gouvernement. C'est vrai. Mais c'est surtout pour les citoyens que cela n'a pas été simple, pour les entreprises, pour les malades … Vous avez prononcé deux fois le mot "santé", mais rien n'a été dit en faveur des patients, alors même que votre ministre de la Santé déclarait qu'aller au-delà des deux milliards d'économies déjà engrangés affecterait le patient. J'ose espérer que les patients, que les malades nous écoutent, qu'ils vous écoutent. À titre personnel, j'estime que c'est totalement inacceptable. Mais, pour les patients, c'est une forme de gifle que vous leur adressez ainsi qu'à l'ensemble des professionnels de la santé. Sur le plan politique, vous avez fait un "gros doigt" à la tribune en enjoignant les partis de la majorité à rentrer dans le rang. Singulièrement, vous vous êtes adressé au CD&V. Je vais redire ce que j'ai dit mardi, à mes collègues du CD&V: résistez! Résistez car, depuis quelques jours, vous avez manifestement un sursaut. Cela fait deux ans que ce n'est pas simple pour vous, c'est vrai. Mais vous voulez plus d'équité fiscale, plus d'équité dans les mesures brutales imposées à la majorité de la population. Vous voulez aussi plus d'efficacité aux plans budgétaire et économique. Continuez à résister parce que ce gouvernement en a bien besoin! Monsieur le premier ministre, vous nous dites que vous voulez un meilleur avenir. Vous nous dites que vous voulez de la confiance, mais il ne suffit pas de citer le mot confiance. La confiance, il faut la créer! Le cirque que vous avez organisé ces derniers jours ne crée absolument pas la confiance. Il crée la défiance! Et ce n'est pas avec de la défiance que les gens voudront investir; ce n'est pas avec de la défiance que les entreprises voudront se lancer; ce n'est pas avec de la défiance que les indépendants pourront tenir le coup; ce n'est pas avec de la défiance que la majorité des citoyens ira mieux demain! Cette défiance, c'est votre responsabilité, c'est vous qui l'avez créée ces derniers jours! Bon courage!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u30	[[03.19 Kristof Calvo (Ecolo-Groen):]] Mijnheer de eerste minister, geef toe, het is een beetje vreemd wat zopas gebeurd is. Uw oproep en het laatste deel van uw rede tonen echt aan dat wij met een serieus probleem zitten. Ik heb u aangemoedigd om leiderschap te tonen. Het heeft mij verbaasd hoezeer u krampachtig moet solliciteren naar applaus van uw meerderheid. Het heeft mij verbaasd, collega’s – en ik denk dat dit redelijk uniek is – dat een eerste minister aan zijn vice-eersteministers moet smeken om het, alstublieft, op een andere manier aan te pakken. Uw oproep heeft het probleem dus alleen maar onderstreept. Mijnheer de eerste minister, ik sluit mij aan bij uw oproep. Mijnheer Peeters, mijnheer Jambon, mijnheer De Croo, mijnheer Reynders, doe wat ons land van u verwacht, maak een akkoord, geef hoop en perspectief en laat de eerste minister zo niet spartelen, want het is geen fraai zicht. Wij hebben eigenlijk een beetje een State of the Union gezien op de tweede donderdag van oktober, maar dan zonder cijfers, zonder concrete voorstellen, vooral over wat geweest is, en op dit moment eigenlijk ook zonder meerderheid. Collega’s, het zou een goede zaak zijn, mochten de meerderheidspartijen hier zwijgen omdat men de landing heeft ingezet. Dat zou een goede zaak zijn. Mijnheer Verherstraeten, ik zou dan begrijpen dat u zwijgt, dat u zegt dat u nu zult proberen om alles in orde te krijgen. Maar kijk wat er hierbuiten gebeurt. Mijnheer Peeters, hebt u mevrouw De Block gehoord? Neen? Ze heeft uw voorstel afgekraakt tot op de grond; ze heeft gezegd dat uw meerwaardebelasting slecht is, ook voor mensen die werken. U hebt op dit moment dus een enorm groot probleem. Mijnheer de eerste minister, het spijtige is dat uw probleem ook het probleem is van al onze landgenoten, van alle 11 miljoen Belgen. Mijnheer de eerste minister, u zegt dat u niet meer om fiscale rechtvaardigheid heen kunt. Ik waardeer dat. U zegt dat u dat moet vastpakken. Maar u zegt – en ik heb het genoteerd – dat u dat de volgende uren, dagen of jaren moet vastpakken. Neen, collega’s, niet de volgende jaren, die eerlijke bijdrage van de grootste vermogens moet er nu komen. Dat is wat onze burgers vandaag vragen. Dat is de roep om rechtvaardigheid, die nu reeds weerklinkt. U hebt gesproken over het investeringspact. U hebt naar onze fractie gekeken en onze uitgestoken hand om daaraan in het Parlement te werken, aanvaard, waarvoor dank. De besparingen die op tafel liggen, hebt u echter niet aangesneden. U zult opnieuw de postbode zijn van heel veel facturen bij gewone mensen. Over de besparingen in de gezondheidszorg en in de uitkeringen hebt u bijvoorbeeld met geen woord gerept. Collega’s, ik vrees daarom dat het opnieuw een N-VA-werkstuk wordt, opnieuw een begroting die de facturen legt bij gewone mensen, bij mensen die keihard werken, in plaats van dat de vermogens en multinationals aangesproken worden. Mijnheer de premier, het kleinste kind heeft gezien dat de regering echt met een probleem zit. Ik kan u er alleen maar toe aanmoedigen om dat aan te pakken. In de eerste plaats is dat uw verantwoordelijkheid, maar het is ook de verantwoordelijkheid van alle meerderheidspartijen. Mag ik u alvast één ding voorspellen? Als u de brede roep om rechtvaardigheid niet inwilligt, dan zullen wij dit nog vaak meemaken. De mensen hebben het namelijk echt gehad met een meerderheid die op die manier functioneert. De mensen zijn het beu dat er keer op keer bij hen wordt aangeklopt. Als u de roep om rechtvaardigheid nu niet inwilligt, dan kunt u misschien nog even overleven. Het lukt dan misschien toch om de begroting in te dienen, maar wij zullen elkaar wel heel snel terugzien. Ik kan u er dus alleen maar toe aanmoedigen om die stap te zetten naar waar ons land naar snakt: naar een eerlijke bijdrage van de grootste vermogens. Ons land snakt naar een stevige dosis hoop en perspectief in plaats van wat wij zopas gezien hebben.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u31	[[03.20 Jean-Marc Nollet (Ecolo-Groen):]] Monsieur le président, chers collègues, je crois pouvoir dire que nous venons de vivre un moment relativement rare. En effet, il arrive qu'un premier ministre utilise la tribune pour lancer un appel. Mais un premier ministre qui utilise la tribune pour lancer un appel à ses collègues du gouvernement, à ses partenaires de la majorité, c'est, selon moi, du jamais vu. Comme vous l'avez dit, c'est un peu un appel à l'aide, un appel au secours que le premier ministre a lancé à la tribune. À peine a-t-il dévoilé le menu des dossiers, des difficultés auxquelles il est confronté. Personne ne l'a entendu s'engager sur un calendrier précis. Il a parlé de quelques heures, de quelques jours, voire de quelques semaines. Monsieur le premier ministre, vous ne découvrez quand même pas que c'est le deuxième mardi d'octobre que vous étiez attendu dans cette enceinte? Vous ne découvrez pas que, sur des sujets aussi délicats que celui de la réforme de l'impôt des sociétés, de la taxation sur les plus-values, des problèmes se posent, déjà depuis un certain temps, au sein de votre gouvernement? Voilà maintenant deux ans que vous êtes au gouvernement! Permettez-moi d'être dubitatif après votre intervention à cette tribune. Permettez-moi d'être dubitatif également après avoir constaté l'absence de l'un de nos collègues. En effet, M. De Wever, qui était présent en début de séance, a quitté cette enceinte quand vous êtes monté à cette tribune pour aller lire son journal à la cafétéria. Peut-être ne voulait-il pas entendre le message que vous deviez lui transmettre? Peut-être est-ce à lui que vous deviez vous adresser? Je reste dubitatif, monsieur le président. Nous sommes dans l'expectative. On ne connaît pas la suite de nos travaux. On ne sait pas si le gouvernement va trouver un terrain d'entente et d'arbitrage. C'est du rarement vu de vivre ici, en séance plénière, une telle situation. Monsieur Reynders, vous avez un peu l'expérience, davantage que moi en tout cas. Admettez que nous n'avons pas vu souvent un premier ministre lancer ce genre de cri d'alarme à sa propre majorité! Nous le verrons dans les prochains jours mais, au détour de ce qui a pu être dit par vos collègues, monsieur le premier ministre, que ce soit dans les médias, sur les réseaux sociaux, dans les couloirs ou en réunion, je crains que le changement de cap que nous avons appelé de nos vœux ne soit malheureusement pas au rendez-vous. Je dis "malheureusement" car les Belges l'attendent. Comme je l'ai dit, il faut quitter la logique d'austérité. Il faut changer de logiciel. Ce que vous chercherez simplement, c'est d'avoir un accord a minima au sein de votre majorité. Nous verrons, quand vous reviendrez ici, mais je n'ai pas beaucoup d'espoir étant donné votre réponse.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u32	[[03.21 Laurette Onkelinx (PS):]] Monsieur le président, monsieur le premier ministre, vous avez donné une réponse articulée en deux parties. La première partie s'adressait, me semble-t-il, à l'ensemble du parlement. Mais je vous dirais que, dans une situation pareille, dans la situation que nous vivons, se contenter d'effets de manche et de hausser le ton sur quelques concepts grandiloquents pour chercher l'appui de votre majorité, c'est bien peu. Pas un mot sur l'équilibre budgétaire! Pas un mot finalement sur votre budget établi sur le dos des malades, des pensionnés et des travailleurs! Pas un mot sur les réformes concernant les plus-values ou l'épargne! C'est d'abord, en quelque sorte la chaise vide, puis le vide de la réponse. Je comprends effectivement que, pendant votre réponse, M. De Wever soit resté à la buvette pour lire son journal. Dans la deuxième partie de votre réponse, vous vous êtes adressé à votre majorité. Vous avez donné l'image d'un homme aux abois, désemparé, qui quémandait la solidarité de sa majorité. Vous avez été applaudi par celle-ci. Vous avez eu des fleurs de chacun des groupes qui attend qu'on lui donne raison. Je ne doute pas qu'en retournant à votre bureau, ce soient les pots qui vous attendent. Le seul espoir, en ce qui concerne mon groupe, n'est pas que vous restiez ou que vous partiez. Notre seul espoir est qu'il n'y aura pas d'accord sur le dos de ceux qui, depuis le premier jour, sont dans votre ligne de mire, les plus fragiles de notre société. On l'a dit et redit. Un gouvernement faible avec les forts, et fort avec les faibles: voilà l'image que vous venez de donner à nouveau. Manifestement, c'est ce qui vous unit. À votre place à tous, sur les bancs de la majorité, je n'en serais pas très fière!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u33	[[03.22 Barbara Pas (VB):]] Mijnheer de premier, ik begrijp niet waarom u dit dinsdag niet komen vertellen bent. Inhoudelijk had het geen enkel verschil gemaakt, want u hebt op geen enkele vraag geantwoord. Het had misschien wel een verschil gemaakt bij het paniekapplaus op de meerderheidsbanken. Ik ben ervan overtuigd dat dit met twee dagen crisis minder, minder luid en minder therapeutisch lang had geklonken. Wij zitten in een financiële noodtoestand en u spreekt over structurele hervormingen, maar uw regeringspartijen maken ruzie over symbooldossiers, over de waan van de dag en zijn met alles behalve de langetermijnvisie bezig. Als u dat niet aanpast, dan mag u hier bevlogen komen vertellen wat u wilt, maar dan zult u er niet geraken. U moet ervoor zorgen dat investeren loont, dat het klimaat wordt gecreëerd waarin de economie weer kan groeien. U moet ervoor zorgen dat u de economische groei niet fnuikt en dat het klimaat wordt opgewaardeerd vooraleer u met extra belastingen komt aandraven. De belastingdruk is al torenhoog en moet naar beneden. U hebt geen woord gezegd over de uitgavenzijde, ondanks alle vragen die ik daaromtrent heb gesteld over de miljarden die naar migratie en asiel gaan of de miljarden die naar de Europese Unie gaan. Moet ik daaruit afleiden dat alles gewoon voortkabbelt zoals dat al jaren en regeringen lang het geval is, dat ook daarin geen enkele verandering zal komen? Nochtans, dat is het belangrijkste wat u moet doen: u moet de uitgaven onder controle houden. Als men elk jaar meer uitgeeft dan er binnenkomt, dan blijft men de tekorten opstapelen, dan blijft de staatsschuld stijgen. Dat doet ze trouwens al twee jaar onder uw bewind. De rente is nu nog laag maar als ze stijgt, dan is het budgettair effect daarvan niet te overzien. Mijnheer de premier, het verbaast mij niet dat u zich van crisis naar crisis sleept en dat u er maar niet in slaagt de cijfertjes op orde te krijgen binnen die Belgische krijtlijnen. Misschien is dit wel het moment om het geweer van schouder te veranderen en de juiste conclusie te trekken. Ik denk aan een analyse die vroeger door de N-VA werd gedeeld, met name dat men sociaal-economisch pas orde op zaken kan stellen als er ook institutionele hervormingen komen. In het regeerakkoord wordt gestipuleerd dat er een begrotingsevenwicht moet zijn in 2018. U hebt daarvan nu met geen woord gerept, maar als u dat loslaat, als u die voorwaarde niet nakomt — het was voor de N-VA dé voorwaarde om de communautaire stilstand gedurende vijf jaar te honoreren — dan is er ook geen enkele reden meer waarom aan Vlaamse kant de communautaire stilstand nog zou worden gehonoreerd. Aan Franstalige zijde is dat trouwens al lang niet meer het geval. Trek uw conclusies. Als men echt structureel wil hervormen, kan men niet anders dan institutioneel te hervormen, zo niet blijft men aanmodderen en dan zal men zien wat men zal zien. Het boezemt mij en vele anderen alleszins geen vertrouwen in.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u34	[[03.23 Olivier Maingain (DéFI):]] Monsieur le premier ministre, en raison des divisions de votre majorité, en être réduit à lancer des incantations, quelle humiliation! Je crois pouvoir soutenir que, depuis que je siège au parlement, de tous les premiers ministres que j'ai entendus lors de la rentrée parlementaire, quelles que fussent les circonstances, vous êtes arrivé à dire encore moins qu'Yves Leterme en son temps. Mais les circonstances actuelles sont d'une gravité particulière tant sur le plan national qu'européen. Vous n'êtes pas en droit de vous abstenir d'exercer votre leadership de premier ministre. Certains de vos ministres se répandent dans la presse avec leurs exigences, leurs projets et leurs ultimatums. D'un autre côté, nous avons un premier ministre incapable d'exposer devant le parlement sa vision personnelle de ce que doivent être l'avenir de ce pays et son projet économique. Quelle faiblesse inacceptable! Vous nous dites, à l'instar d'un étudiant de première candidature, qu'il faut parvenir à concilier efficacité économique et équité fiscale. Oui, et alors? Quelle est votre vision? Quelles sont vos propositions concrètes? Quel est votre élan, quel est votre dynamisme pour atteindre cet objectif bien modeste - car il en est bien d'autres, cela va sans dire? Rien, pas un mot! Pas d'explication, pas même au départ de votre déclaration gouvernementale. Nous assistons à une sorte de renoncement – un renoncement coupable qui est en train de vider votre fonction. Au-delà de votre personne, c'est tout simplement l'avenir de ce pays qui est en jeu. Je crois finalement que cela fait les affaires de ceux qui veulent le plonger dans le marasme pour mieux imposer leurs choix ultimes. Je ne peux que le regretter!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u35	[[03.24 Marco Van Hees (PTB-GO!):]] Monsieur le président, monsieur le premier ministre, finalement, on n'en sait pas plus que mardi, quand vous n'étiez pas là. On n'en sait pas plus parce qu'on a eu droit à des déclarations vagues et générales. Ce qu'on sait, c'est que la crise politique au sein de votre majorité est loin d'être terminée. Quand on s'adresse aux partis de la majorité en leur lançant un incantatoire "ce qui nous unit est plus important que ce qui nous divise", cela montre le degré de division! Finalement, à travers des formules creuses et générales, vous nous offrez la perspective de continuer dans l'axe de ce gouvernement, c'est-à-dire encore des sacrifices pour les travailleurs, les malades et autres allocataires sociaux et encore des cadeaux au capital. On a l'habitude, il n'y a aucune autocritique. Vous avez dit qu'il fallait revoir la loi de 1996. Effectivement, en termes de sacrifice pour les travailleurs, on y va fort! Que dit-on aux travailleurs depuis 1996? Depuis vingt ans, on leur dit qu'il faut faire des sacrifices, qu'il faut modérer les salaires. Je me rappelle vous entendre dire qu'on allait bientôt arriver à la fin du handicap salarial. Et quand la fin du handicap salarial est là, vous dites aux travailleurs qu'on va changer les règles du jeu. Depuis vingt ans, on modère les salaires avec la loi de 1996 et, aujourd'hui, alors que le handicap salarial serait éventuellement résorbé, on va changer les règles du jeu et on va continuer à exiger des sacrifices. En ce qui concerne la taxation des plus-values, vous ne nous avez rien dit! Rien! Quelle est la position du MR sur cette taxe? On ne sait pas. Quelle est votre position? On ne sait pas. Vous nous avez dit qu'il fallait concilier l'efficacité et la justice fiscale. Je vous dirai qu'en matière de taxes sur la consommation, à la fois c'est injuste socialement et inefficace budgétairement, mais c'est un autre débat. Nous soulevons un problème fondamental: l'efficacité et la justice fiscale ne vont pas de pair avec les mesures symboliques. Effectivement, c'était le cas avec la taxe "spéculation": les petites taxes, qui sont en fait des taxes symboliques, des taxes "alibis" pour faire passer l'austérité, cela ne marche pas. Des taxes qui rapportent 34 millions d'euros, cela ne fonctionne pas. Il faudrait une véritable alternative budgétaire. Au lieu de toujours activer les chômeurs et prépensionnés ou autres, activons les fortunes pour aller chercher l'argent là où il se trouve réellement, avec des mesures qui ne rapportent pas 34 millions, mais qui peuvent rapporter plusieurs milliards d'euros. Taxer les plus-values à l'impôt des sociétés, cela rapporterait 2 milliards par an au budget de l'État. Évidemment, cela va à contre-sens de votre politique des cadeaux, celle qui vise justement à réduire le rendement de l'impôt des sociétés … Ou taxons les plus grandes fortunes, les 1 % les plus riches, avec un impôt de 1 à 3 %. J'entends dans la majorité: "si nous avons une mesure qui peut taxer les 1 % les plus riches, d'accord, nous signons à deux mains". Cette mesure, elle existe! Nous avons déposé la proposition de loi, ici à la Chambre. C'est une taxe des millionnaires qui touche les 1 % et qui peut rapporter 8 milliards. Voilà une autre politique, monsieur le premier ministre, que les éternels sacrifices des travailleurs et les cadeaux au capital.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u36	[[De voorzitter:]] Tot besluit van deze bespreking werden volgende moties ingediend. En conclusion de cette discussion les motions suivantes ont été déposées. Une motion de recommandation a été déposée par Mmes Catherine Fonck, Vanessa Matz et Isabelle Poncelet et par MM. Christian Brotcorne, Francis Delpérée, Benoît Dispa, Michel de Lamotte et Benoît Lutgen et est libellée comme suit: "La Chambre, ayant entendu les interpellations de Mmes Meryame Kitir et Catherine Fonck, de MM. Kristof Calvo et Jean-Marc Nollet, de Mmes Laurette Onkelinx et Barbara Pas et de MM. Olivier Maingain et Marco Van Hees et la réponse du premier ministre, demande au gouvernement 1. de présenter son budget 2017 à la Commission européenne pour ce samedi 15 octobre comme il en a l’obligation en vertu des règlements européens encadrant l’établissement du budget (Two Pack); 2. de présenter dans la foulée ce même budget à la Chambre des représentants ainsi que des réformes ambitieuses en vue d’améliorer la situation socio-économique de notre pays; 3. de venir avec des mesures efficaces, qui tiennent compte de l’intérêt général et du nécessaire équilibre qui doit exister quant à la charge des efforts à fournir en vue de réduire le déficit budgétaire; 4. d’examiner un plan B avec les cinq axes suivants: 4.1. un plan de relance des investissements axés en priorité sur la mobilité, l’énergie, l’économie numérique innovante et la santé; 4.2. une réforme fiscale équilibrée pour soutenir l’emploi avec a. une réduction du coût du travail et un rééquilibrage des mesures fiscales pour soutenir les PME, b. une mobilisation de l’épargne vers l’économie réelle; 4.3. un grand pacte social conclu avec les partenaires sociaux, équilibré et durable, qui ne se focalise pas sur le wendbaar werk mais qui allie réellement flexibilité et respect de la vie privée et familiale; 4.4. une révision du plan d’économie en matière de soins de santé en vue de limiter l’effort aux deux milliards déjà décidés et de ne pas alourdir une nouvelle fois la facture des patients; 4.5. un renforcement de la sécurité et de la lutte contre le terrorisme via un budget pérenne." Een motie van aanbeveling werd ingediend door de dames Catherine Fonck, Vanessa Matz en Isabelle Poncelet en door de heren Christian Brotcorne, Francis Delpérée, Benoît Dispa, Michel de Lamotte en Benoît Lutgen en luidt als volgt: "De Kamer, gehoord de interpellaties van de dames Meryame Kitir en Catherine Fonck, van de heren Kristof Calvo en Jean-Marc Nollet, van de dames Laurette Onkelinx en Barbara Pas en van de heren Olivier Maingain en Marco Van Hees en het antwoord van de eerste minister, verzoekt de regering 1. haar begroting 2017 tegen zaterdag 15 oktober eerstkomend aan de Europese Commissie voor te leggen, zoals ze daar krachtens de Europese verordeningen inzake de begrotingsopmaak (het ‘twopack’) toe verplicht is; 2. diezelfde begroting onmiddellijk daarna aan de Kamer van volksvertegenwoordigers voor te leggen, samen met ambitieuze hervormingen die tot doel hebben de sociaal-economische situatie van ons land te verbeteren; 3. doeltreffende maatregelen voor te stellen waarbij er rekening wordt gehouden met het algemeen belang en met het noodzakelijke evenwicht op het stuk van de te leveren inspanningen om het begrotingstekort te verminderen; 4. zich te buigen over een plan B dat de volgende vijf krachtlijnen bevat: 4.1. een plan om de investeringen weer aan te zwengelen, vooral in mobiliteit, energie, innovatieve digitale economie en gezondheidszorg; 4.2. een evenwichtige belastinghervorming ter ondersteuning van de werkgelegenheid, waarbij a. de arbeidskosten worden verminderd en de fiscale maatregelen worden herschikt teneinde de kmo’s te ondersteunen, b. het spaargeld wordt gemobiliseerd ten gunste van de reële economie; 4.3. een grootschalig, evenwichtig en duurzaam sociaal pact met de sociale partners dat niet louter op ‘wendbaar werk’ is gericht maar dat flexibiliteit en de eerbiediging van het privé- en gezinsleven daadwerkelijk combineert; 4.4. een herziening van het besparingsplan in de gezondheidszorg teneinde de inspanning te beperken tot de twee miljard euro waartoe er reeds werd besloten en de factuur voor de patiënten niet nogmaals te verzwaren; 4.5. een verhoging van de veiligheid en een verscherping van de strijd tegen het terrorisme middels een duurzame begroting." Une motion pure et simple a été déposée par MM. Peter De Roover, Patrick Dewael, Denis Ducarme et Servais Verherstraeten. Een eenvoudige motie werd ingediend door de heren Peter De Roover, Patrick Dewael, Denis Ducarme en Servais Verherstraeten. Le vote sur les motions aura lieu ultérieurement. La discussion est close. Over de moties zal later worden gestemd. De bespreking is gesloten.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u37	[[04.01 Hendrik Vuye (onafhank.):]] Mijnheer de eerste minister, ik heb u hier een aantal maanden geleden horen verklaren dat u er bijzonder fier op was dat u aan het hoofd stond van een regering zonder communautair programma. De N-VA-fractie heeft toen geapplaudisseerd, op een paar uitzonderingen na. Doch, wat hoor ik nu, ondanks die communautaire standstill? Ik hoor dat mevrouw Marghem de klimaatbevoegdheid wil herfederaliseren. Ik hoop dat ze het niet had over het klimaat in de regering, want dat is niet zo goed. Ik lees dat mevrouw Defraigne, Senaatsvoorzitster, de gezinsbijslagen wil herfederaliseren. In juli wou de heer De Croo nog mobiliteit, energie en milieu herfederaliseren. Dat is een beetje raar natuurlijk, want energie en milieu zijn net bevoegdheden van een liberale minister in de Vlaamse regering, met name de heer Tommelein. Gelukkig is die er, want hij floot de heer De Croo terug. Hij floot ook mevrouw Marghem terug: ze moet eerst in haar eigen bord kijken. En terecht. Maar het kan nogal verkeren. In 2014 vertrokken wij met een communautaire standstill, maar twee jaar later in 2016 willen we herfederaliseren. Dat is de kracht van verandering, want dat is een verandering, en geen kleine. Recentelijk hebt u in een commissie op een vraag van mevrouw Fonck geantwoord dat er in het atomaschriftje niets over artikel 195 staat. Ik begin schrik te krijgen dat er in het atomaschriftje wel iets staat over herferderaliseren. Mijn eerste vraag is dus of er in het atomaschriftje iets staat over herferderaliseren. Geldt de standstill ook voor de MR en Open Vld of alleen voor de N-VA? Die indruk krijg ik namelijk. Ik zou graag uw mening daarover horen. Ten slotte, zijn de standpunten van mevrouw Marghem, de heer De Croo en mevrouw Defraigne persoonlijke standpunten of regeringsstandpunten?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u38	[[04.02 Eerste minister Charles Michel:]] Mijnheer de voorzitter, beste collega, ten eerste wil ik u bedanken, mijnheer Vuye, voor de boeiende vraag, zeker na de vorige discussies die we in deze assemblee hebben gevoerd. Ik ben een beetje droef natuurlijk, maar ik bevestig wat ik altijd heb gezegd: er komt tijdens deze legislatuur geen nieuwe staatshervorming, dat is duidelijk, daaraan is niets veranderd. Als sommige leden van de regering een persoonlijk standpunt uitdrukken, is dat niet noodzakelijk het standpunt van de regering. Het standpunt van de regering is zeer duidelijk: geen nieuwe staatshervorming tijdens deze legislatuur. Na de volgende verkiezingen zullen we zien wat mogelijk is, maar het zal de verantwoordelijkheid van de politieke partijen na de verkiezingen zijn om daarin desgevallend beslissingen te nemen.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u39	[[04.03 Hendrik Vuye (onafhank.):]] Ik dank u voor uw antwoord, mijnheer de eerste minister. Als u L’Echo gelezen hebt, weet u dat u niet moet spreken over 2019, maar over 2024. Ik heb tot nu toe nog niets gezegd over CD&V en ik zal daarover nu iets zeggen, iets positiefs. De heer Verherstraeten heeft in 2012-2013 een aantal keren een idee gelanceerd voor een kenniscentrum inzake staatshervorming. Eigenlijk is dat een heel goed idee, mijnheer de eerste minister: met zo’n kenniscentrum moet u niet uitroken, dan hebt u geen frigo noch diepvries nodig, dan kunt u er gewoon over spreken en die zaken gewoon voorbereiden. Ik kan u één ding vertellen, mijnheer de eerste minister: een staatshervorming, dat is zoals een begroting. Als u daaraan op tijd begint, dan zult u goed werk leveren, maar als u daaraan te laat begint, dan zult u altijd slecht werk leveren.
