Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID	CHES-Name
FR	commission	PO778851	3583	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique relatif aux délais d'organisation des élections législatives et sénatoriales partielles	2020-12-04	2020-12-11	-	-	-	-
FR	commission	PO779099	CSPRINCREP	Commission spéciale chargée d'examiner le projet de loi confortant le respect des principes de la République	2020-12-09	2021-08-24	-	-	-	-
FR	commission	PO780484	3812	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant report du renouvellement général des conseils départementaux, des conseils régionaux et des assemblées de Corse, de Guyane et de Martinique	2021-02-04	2021-02-16	-	-	-	-
FR	commission	PO780850	CSLDCRRE	Commission spéciale chargée d'examiner le projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets	2021-02-11	2021-08-22	-	-	-	-
FR	commission	PO781407	2581	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la réforme du courtage de l’assurance et du courtage en opérations de banque et en services de paiement	2021-02-17	2021-04-01	-	-	-	-
FR	commission	PO781511	3713	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique portant diverses mesures relatives à l’élection du Président de la République	2021-02-19	2021-03-11	-	-	-	-
FR	commission	PO782096	3452	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour un nouveau pacte de sécurité respectueux des libertés	2021-03-19	2021-04-15	-	-	-	-
FR	commission	PO782103	3948	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à garantir le droit au respect de la dignité en détention	2021-03-18	2021-03-30	-	-	-	-
FR	commission	PO782816	CSLOLFLFSS	Commission spéciale chargée d’examiner la proposition de loi organique relative à la modernisation de la gestion des finances publiques et la proposition de loi portant diverses dispositions relatives au Haut Conseil des finances publiques et à l’information du Parlement sur les finances publiques ainsi que la proposition de loi organique et la proposition de loi relatives aux lois de financement de la sécurité sociale	2021-05-05	2022-02-09	-	-	-	-
FR	commission	PO783217	3699	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales	2021-05-19	2021-07-20	-	-	-	-
FR	commission	PO783898	4187	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la régulation et à la protection de l'accès aux œuvres culturelles à l'ère numérique	2021-06-24	2021-09-29	-	-	-	-
FR	commission	PO783905	4188	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution	2021-06-24	2021-09-29	-	-	-	-
FR	commission	PO784031	4215	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances rectificative pour 2021	2021-06-29	2021-07-12	-	-	-	-
FR	commission	PO784067	3875	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets	2021-06-30	2021-07-20	-	-	-	-
FR	commission	PO784418	3718	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour renforcer la prévention en santé au travail	2021-07-07	2021-07-23	-	-	-	-
FR	commission	PO784682	CEPOLPENIT	Commission d’enquête sur les dysfonctionnements et manquements de la politique pénitentiaire française	2021-07-13	2022-01-12	-	-	-	-
FR	commission	PO786071	3661	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes	2021-10-04	2021-11-18	-	-	-	-
FR	commission	PO786552	4387	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la responsabilité pénale et à la sécurité intérieure	2021-10-19	2021-12-16	-	-	-	-
FR	commission	PO786756	4565	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions de vigilance sanitaire	2021-10-27	2021-11-05	-	-	-	-
FR	commission	PO786857	CSINDE	Commission spéciale chargée d’examiner le projet de loi, adopté par le Sénat, en faveur de l'activité professionnelle indépendante	2021-10-29	2022-02-14	-	-	-	-
FR	commission	PO787461	4361	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi ratifiant l’ordonnance n° 2021-484 du 21 avril 2021 relative aux modalités de représentation des travailleurs indépendants recourant pour leur activité aux plateformes et aux conditions d’exercice de cette représentation et portant habilitation du Gouvernement à compléter par ordonnance les règles organisant le dialogue social avec les plateformes	2021-11-16	2022-02-07	-	-	-	-
FR	commission	PO788093	4021	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi interdisant les pratiques visant à modifier l’orientation sexuelle ou l’identité de genre d’une personne	2021-12-08	2022-02-01	-	-	-	-
FR	ministry	PO788112	EAECO	Ministère auprès du ministre de l’Europe et des affaires étrangère et du ministre de l’économie, des finances et de la relance - Tourisme, Français de l’étranger, francophonie, petites et moyennes entreprises	2021-12-09	2022-05-16	-	-	-	-
FR	commission	PO788291	4264	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la protection des enfants	2021-12-16	2022-02-07	-	-	-	-
FR	commission	PO789151	4398	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à améliorer la protection des lanceurs d’alerte	2022-01-24	2022-02-16	-	-	-	-
FR	commission	PO789158	4375	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi organique visant à renforcer le rôle du Défenseur des droits en matière de signalement d’alerte	2022-01-24	2022-02-16	-	-	-	-
FR	ministry	PO791580	PRM	Première ministre	2022-05-17	-	-	-	-	-
FR	ministry	PO791591	ECO	Ministère de l’économie, des finances et de la souveraineté industrielle et numérique	2022-05-21	-	-	-	-	-
FR	ministry	PO791599	TRE	Ministère de la transition écologique et de la cohésion des territoires	2022-05-21	-	-	-	-	-
FR	ministry	PO791607	MTR	Ministère du travail, du plein emploi et de l’insertion	2022-05-21	-	-	-	-	-
FR	ministry	PO791613	AGR	Ministère de l’agriculture et de la souveraineté alimentaire	2022-05-21	-	-	-	-	-
FR	ministry	PO791629	ECOCP	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé des comptes publics	2022-05-21	-	-	-	-	-
FR	parliamentaryGroup	PO800484	DEM	Démocrate (MoDem et Indépendants)	2022-06-28	-	Centre à centre droit	https://fr.wikipedia.org/wiki/Groupe_démocrate,_MoDem_et_indépendants	-	-
FR	parliamentaryGroup	PO800490	LFI-NUPES	La France insoumise - Nouvelle Union Populaire écologique et sociale	2022-06-28	-	Gauche	https://en.wikipedia.org/wiki/La_France_Insoumise https://fr.wikipedia.org/wiki/Nouvelle_Union_populaire_écologique_et_sociale	-	-
FR	parliamentaryGroup	PO800496	SOC	Socialistes et apparentés (membre de l’intergroupe NUPES)	2022-06-28	-	Centre gauche à gauche	https://fr.wikipedia.org/wiki/Groupe_socialiste_(Assembl%C3%A9e_nationale)	-	-
FR	parliamentaryGroup	PO800502	GDR-NUPES	Gauche démocrate et républicaine - NUPES	2022-06-28	-	Gauche	https://en.wikipedia.org/wiki/Democratic_and_Republican_Left_group https://en.wikipedia.org/wiki/New_Ecological_and_Social_People's_Union	-	-
FR	parliamentaryGroup	PO800508	LR	Les Républicains	2022-06-28	-	Centre droit	https://en.wikipedia.org/wiki/The_Republicans_(France)	609	LR
FR	parliamentaryGroup	PO800514	HOR	Horizons et apparentés	2022-06-28	-	Centre droit	https://en.wikipedia.org/wiki/Horizons_(political_party)	-	-
FR	parliamentaryGroup	PO800520	RN	Rassemblement National	2022-06-28	-	Extrême droie	https://en.wikipedia.org/wiki/National_Rally	610	RN
FR	parliamentaryGroup	PO800526	ECOLO	Écologiste - NUPES	2022-06-28	-	Gauche	https://en.wikipedia.org/wiki/New_Ecological_and_Social_People's_Union	-	-
FR	parliamentaryGroup	PO800532	LIOT	Libertés, Indépendants, Outre-mer et Territoires	2022-06-28	-	Parti attrape-tout	https://en.wikipedia.org/wiki/Liberties,_Independents,_Overseas_and_Territories	-	-
FR	parliamentaryGroup	PO800538	RE	Renaissance	2022-06-28	-	Centre	https://en.wikipedia.org/wiki/Renaissance_(French_political_party)	-	-
FR	ministry	PO801854	IOM	Ministère de l’intérieur et des outre-mer	2022-07-05	-	-	-	-	-
FR	ministry	PO801856	PRMRE	Ministère auprès de la Première ministre, chargé du renouveau démocratique, porte-parole du Gouvernement	2022-07-05	-	-	-	-	-
FR	ministry	PO801867	IND	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé de l’industrie	2022-07-05	-	-	-	-	-
FR	ministry	PO801877	PME	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé des petites et moyennes entreprises, du commerce, de l’artisanat et du tourisme	2022-07-05	-	-	-	-	-
FR	ministry	PO801879	COLTE	Ministère auprès du ministre de l’intérieur et des outre-mer et du ministre de la transition écologique et de la cohésion des territoires, chargé des collectivités territoriales	2022-07-05	2022-11-28	-	-	-	-
FR	ministry	PO801885	ENPRO	Ministère auprès du ministre du travail, du plein emploi et de l’insertion et du ministre de l’éducation nationale et de la jeunesse, chargé de l’enseignement et de la formation professionnels	2022-07-05	-	-	-	-	-
FR	ministry	PO801887	TRANS	Ministère auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports	2022-07-05	-	-	-	-	-
FR	ministry	PO801891	OTSAN	Ministère auprès du ministre de la santé et de la prévention, chargé de l’organisation territoriale et des professions de santé	2022-07-05	-	-	-	-	-
FR	ministry	PO801901	JEUNE	Secrétariat d’État auprès du ministre des armées et du ministre de l’éducation nationale et de la jeunesse, chargé de la jeunesse et du service national universel	2022-07-05	-	-	-	-	-
FR	ministry	PO801905	ECOL	Secrétariat d’État auprès du ministre de la transition écologique et de la cohésion des territoires, chargé de l’écologie	2022-07-05	-	-	-	-	-
FR	commission	PO802351	9	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19	2022-07-19	2022-07-26	-	-	-	-
GB	government	GoGB	GoGB	Government of the United Kingdom of Great Britain and Northern Ireland	-	-	-	-	-	-
GB	parliament	parliament.HC	HC	House of Commons	-	-	-	-	-	-
GB	parliament	parliament.HL	HL	House of Lords	-	-	-	-	-	-
GB	politicalParty	party.PAUB	PAUB	Alba Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Alba_Party	-	-
GB	politicalParty	party.QHMP	QHMP	Conservative Independent	-	-	-	https://en.wikipedia.org/wiki/Independent_conservative	-	-
GB	politicalParty	party.SO0T	SO0T	Other	-	-	-	-	-	-
GB	politicalParty	party.LD	LD	Liberal Democrat	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)	1104	LibDem|LIBDEM
GB	politicalParty	party.64RT	64RT	Respect	-	-	Left	https://en.wikipedia.org/wiki/Respect_Party	-	-
GB	politicalParty	party.SDLP	SDLP	Social Democratic & Labour Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party	-	-
GB	politicalParty	party.L1QU	L1QU	Liberal Democrat Independent	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)	-	-
GB	politicalParty	party.0UBS	0UBS	Independent Conservative	-	-	-	https://en.wikipedia.org/wiki/Independent_conservative	-	-
GB	politicalParty	party.BI	BI	Bishops	-	-	-	-	-	-
GB	politicalParty	party.LI	LI	Labour Independent	-	-	Left	https://en.wikipedia.org/wiki/Independent_Labour_Party	-	-
GB	politicalParty	party.LB	LB	Liberal	-	-	Centre	https://en.wikipedia.org/wiki/Liberal_Party_(UK)	-	-
GB	politicalParty	party.LJ95	LJ95	Change UK - The Independent Group	-	-	Centre	https://en.wikipedia.org/wiki/Change_UK	-	-
GB	politicalParty	party.IGC	IGC	The Independent Group for Change	-	-	Centre	https://en.wikipedia.org/wiki/Change_UK	-	-
GB	politicalParty	party.NPBE	NPBE	Independent Unionist	-	-	-	https://en.wikipedia.org/wiki/Independent_Unionist	-	-
GB	politicalParty	party.CB	CB	Crossbench	-	-	-	https://en.wikipedia.org/wiki/Crossbencher	-	-
GB	parliamentaryGroup	party.S	S	Speaker	-	-	-	-	-	-
GB	politicalParty	party.QMZZ	QMZZ	Independent Ulster Unionist	-	-	Centre-right	https://en.wikipedia.org/wiki/Ulster_Unionist_Party	-	-
GB	politicalParty	party.IL	IL	Independent Labour	-	-	Left	https://en.wikipedia.org/wiki/Independent_Labour_Party	-	-
GB	politicalParty	party.UUP	UUP	Ulster Unionist Party	-	-	Centre-right	https://en.wikipedia.org/wiki/Ulster_Unionist_Party	-	-
GB	politicalParty	party.FZPG	FZPG	Independent SDP	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(UK,_1990%E2%80%93present)	-	-
GB	politicalParty	party.LAB	LAB	Labour	-	-	Centre-left	https://en.wikipedia.org/wiki/Labour_Party_(UK)	1102	LAB
GB	politicalParty	party.A	A	Alliance	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Alliance_Party_of_Northern_Ireland	-	-
GB	politicalParty	party.GP	GP	Green Party	-	-	Left	https://en.wikipedia.org/wiki/Green_Party_(UK)	1107	GREEN
GB	politicalParty	party.SNP	SNP	Scottish National Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Scottish_National_Party	1105	SNP
GB	politicalParty	party.I	I	Independent	-	-	-	-	-	-
GB	politicalParty	party.L8TA	L8TA	Independent Liberal Democrat	-	-	-	-	-	-
GB	politicalParty	party.CON	CON	Conservative	-	-	Centre-right	https://en.wikipedia.org/wiki/Conservative_Party_(UK)	1101	CONS
GB	parliamentaryGroup	party.LS	LS	Lord Speaker	-	-	-	-	-	-
GB	politicalParty	party.NA	NA	Non-affiliated	-	-	-	https://en.wikipedia.org/wiki/Non-affiliated_members_of_the_House_of_Lords	-	-
GB	politicalParty	party.DUP	DUP	Democratic Unionist Party	-	-	Right	https://en.wikipedia.org/wiki/Democratic_Unionist_Party	-	-
GB	politicalParty	party.UUSL	UUSL	Social Democratic Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(UK,_1990%E2%80%93present)	-	-
GB	politicalParty	party.ZKPW	ZKPW	Independent Social Democrat	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party	-	-
GB	politicalParty	party.UKIP	UKIP	UK Independence Party	-	-	Right to far-right	https://en.wikipedia.org/wiki/UK_Independence_Party	1108	UKIP
GB	politicalParty	party.PC	PC	Plaid Cymru	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Plaid_Cymru	1106	PLAID
GR	parliament	PoGR	PoGR	Κοινοβούλιο της Ελλάδος	-	-	-	-	-	-
GR	government	GOV	GOV	Κυβέρνηση της Ελληνικής Δημοκρατίας	1909-08-15	-	-	-	-	-
GR	parliamentaryGroup	party.ΝΔ	N.D.	Νέα Δημοκρατία	1974-10-04	-	Κεντροδεξιά	https://el.wikipedia.org/wiki/%CE%9D%CE%AD%CE%B1_%CE%94%CE%B7%CE%BC%CE%BF%CE%BA%CF%81%CE%B1%CF%84%CE%AF%CE%B1 https://en.wikipedia.org/wiki/New_Democracy_(Greece)	402	ND
GR	parliamentaryGroup	party.ΑΝΕΛ	AN.EL.	Ανεξάρτητοι έλληνες εθνική πατριωτική δημοκρατική συμμαχία	2012-02-24	-	Δεξιά	https://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B5%CE%BE%CE%AC%CF%81%CF%84%CE%B7%CF%84%CE%BF%CE%B9_%CE%88%CE%BB%CE%BB%CE%B7%CE%BD%CE%B5%CF%82 https://en.wikipedia.org/wiki/Independent_Greeks	-	-
GR	parliamentaryGroup	party.ΔΗΣΥ	DĪ.SY.	Δημοκρατική Συμπαράταξη	2015-08-30	2018-03-16	Κεντροαριστερά	https://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%BF%CE%BA%CF%81%CE%B1%CF%84%CE%B9%CE%BA%CE%AE_%CE%A3%CF%85%CE%BC%CF%80%CE%B1%CF%81%CE%AC%CF%84%CE%B1%CE%BE%CE%B7 https://en.wikipedia.org/wiki/Democratic_Alignment_(2015)	-	-
GR	parliamentaryGroup	party.Ε_Λ	E.L.	Ελληνική Λύση	2016-06-28	-	Δεξιά προς άκρα δεξιά	https://el.wikipedia.org/wiki/%CE%95%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%AE_%CE%9B%CF%8D%CF%83%CE%B7 https://en.wikipedia.org/wiki/Greek_Solution	416	EL
GR	parliamentaryGroup	party.Ε_Κ	E.K.	Ένωση Κεντρώων	1992-03-02	-	Κέντρο	https://el.wikipedia.org/wiki/%CE%88%CE%BD%CF%89%CF%83%CE%B7_%CE%9A%CE%B5%CE%BD%CF%84%CF%81%CF%8E%CF%89%CE%BD https://en.wikipedia.org/wiki/Union_of_Centrists	-	-
GR	parliamentaryGroup	party.ΚΙΝΑΛ	KIN.AL.	Κίνημα Αλλαγής	2018-03-16	-	Κεντροαριστερά	https://el.wikipedia.org/wiki/%CE%9A%CE%AF%CE%BD%CE%B7%CE%BC%CE%B1_%CE%91%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE%CF%82 https://en.wikipedia.org/wiki/Movement_for_Change_(Greece)	-	-
GR	parliamentaryGroup	party.KKE	K.K.E.	Κομμουνιστικό Κόμμα Ελλάδος	1918-11-17	-	Άκρα αριστερά	https://el.wikipedia.org/wiki/%CE%9A%CE%BF%CE%BC%CE%BC%CE%BF%CF%85%CE%BD%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CF%8C_%CE%9A%CF%8C%CE%BC%CE%BC%CE%B1_%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1%CF%82 https://en.wikipedia.org/wiki/Communist_Party_of_Greece	404	KKE
GR	parliamentaryGroup	party.ΛΑ_Ε	LA.E.	Λαϊκή Ενότητα	2015-08-21	-	Αριστερά προς άκρα αριστερά	https://el.wikipedia.org/wiki/%CE%9B%CE%B1%CF%8A%CE%BA%CE%AE_%CE%95%CE%BD%CF%8C%CF%84%CE%B7%CF%84%CE%B1_(%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1) https://en.wikipedia.org/wiki/Popular_Unity_(Greece)	-	-
GR	parliamentaryGroup	party.Χ_Α	Ch.A.	Λαϊκός Σύνδεσμος - Χρυσή Αυγή	1993-11-01	-	Άκρα δεξιά	https://el.wikipedia.org/wiki/%CE%A7%CF%81%CF%85%CF%83%CE%AE_%CE%91%CF%85%CE%B3%CE%AE https://en.wikipedia.org/wiki/Golden_Dawn_(Greece)	415	XA
GR	parliamentaryGroup	party.ΜέΡΑ25	MéRA25	Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής	2018-03-26	-	Αριστερά	https://el.wikipedia.org/wiki/%CE%9C%CE%AD%CF%84%CF%89%CF%80%CE%BF_%CE%95%CF%85%CF%81%CF%89%CF%80%CE%B1%CF%8A%CE%BA%CE%AE%CF%82_%CE%A1%CE%B5%CE%B1%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE%CF%82_%CE%91%CE%BD%CF%85%CF%80%CE%B1%CE%BA%CE%BF%CE%AE%CF%82 https://en.wikipedia.org/wiki/MeRA25	417	MR25
GR	parliamentaryGroup	party.ΠΑΣΟΚ	PA.SO.K.	Πανελλήνιο Σοσιαλιστικό Κίνημα	1974-09-03	-	Κεντροαριστερά	https://el.wikipedia.org/wiki/%CE%A0%CE%B1%CE%BD%CE%B5%CE%BB%CE%BB%CE%AE%CE%BD%CE%B9%CE%BF_%CE%A3%CE%BF%CF%83%CE%B9%CE%B1%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CF%8C_%CE%9A%CE%AF%CE%BD%CE%B7%CE%BC%CE%B1 https://en.wikipedia.org/wiki/PASOK	401	PASOK
GR	politicalParty	party.ΔΗΜΑΡ	DĪM.AR	Δημοκρατική Αριστερά	2010-06-27	-	Κεντροαριστερά προς αριστερά	https://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%BF%CE%BA%CF%81%CE%B1%CF%84%CE%B9%CE%BA%CE%AE_%CE%91%CF%81%CE%B9%CF%83%CF%84%CE%B5%CF%81%CE%AC https://en.wikipedia.org/wiki/Democratic_Left_(Greece)	414	DIMAR
GR	parliamentaryGroup	party.ΣΥΡΙΖΑ	SY.RIZ.A.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	2012-06-01	-	Κεντροαριστερά προς αριστερά	https://el.wikipedia.org/wiki/%CE%A3%CF%85%CE%BD%CE%B1%CF%83%CF%80%CE%B9%CF%83%CE%BC%CF%8C%CF%82_%CE%A1%CE%B9%CE%B6%CE%BF%CF%83%CF%80%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%AE%CF%82_%CE%91%CF%81%CE%B9%CF%83%CF%84%CE%B5%CF%81%CE%AC%CF%82_-_%CE%A0%CF%81%CE%BF%CE%BF%CE%B4%CE%B5%CF%85%CF%84%CE%B9%CE%BA%CE%AE_%CE%A3%CF%85%CE%BC%CE%BC%CE%B1%CF%87%CE%AF%CE%B1 https://en.wikipedia.org/wiki/Syriza	403	SYRIZA
GR	parliamentaryGroup	party.ΤΟ_ΠΟΤΑΜΙ	T.P.	Το Ποτάμι	2014-02-26	2019-11-24	Κέντρο προς κεντροαριστερά	https://el.wikipedia.org/wiki/%CE%A4%CE%BF_%CE%A0%CE%BF%CF%84%CE%AC%CE%BC%CE%B9 https://en.wikipedia.org/wiki/The_River_(Greece)	413	Potami
HR	government	government.HR	HR	Vlada Republike Hrvatske	1990-05-30	-	-	-	-	-
HR	parliament	HS	HS	Hrvatski sabor	1990-05-30	-	-	https://hr.wikipedia.org/wiki/Hrvatski_sabor https://en.wikipedia.org/wiki/Croatian_Parliament	-	-
HR	parliamentaryGroup	party.DC	DC	Demokratski centar	-	-	Desni centar	https://en.wikipedia.org/wiki/Democratic_Centre_(Croatia)	-	-
HR	parliamentaryGroup	party.HDSSB	HDSSB	Hrvatski demokratski savez Slavonije i Baranje	-	-	Desni centar	https://en.wikipedia.org/wiki/Croatian_Democratic_Alliance_of_Slavonia_and_Baranja	3107	HDSSB
HR	parliamentaryGroup	party.HDZ	HDZ	Hrvatska demokratska zajednica	-	-	Desni centar	https://en.wikipedia.org/wiki/Croatian_Democratic_Union	3101	HDZ
HR	parliamentaryGroup	party.HNS	HNS	Hrvatska narodna stranka	-	-	Centar do lijevi centar	https://en.wikipedia.org/wiki/Croatian_People%27s_Party_%E2%80%93_Liberal_Democrats	3105	HNS
HR	parliamentaryGroup	party.HSLS	HSLS	Hrvatska socijalno-liberalna stranka	-	-	Centar do desni centar	https://en.wikipedia.org/wiki/Croatian_Social_Liberal_Party	3104	HSLS
HR	parliamentaryGroup	party.HSP	HSP	Hrvatska stranka prava	-	-	Ekstremno desno	https://en.wikipedia.org/wiki/Croatian_Party_of_Rights	3109	HSP
HR	parliamentaryGroup	party.HSS	HSS	Hrvatska seljačka stranka	-	-	Centar do desni centar	https://en.wikipedia.org/wiki/Croatian_Peasant_Party	3103	HSS
HR	parliamentaryGroup	party.HSU	HSU	Hrvatska stranka umirovljenika	-	-	Lijevi centar	https://en.wikipedia.org/wiki/Croatian_Party_of_Pensioners	3108	HSU
HR	parliamentaryGroup	party.IDS	IDS	Istarski demokratski sabor	-	-	Centar do lijevi centar	https://en.wikipedia.org/wiki/Istrian_Democratic_Assembly	3106	IDS
HR	parliamentaryGroup	party.MDS	MDS	Međimurski demokratski savez	-	-	-	-	-	-
HR	parliamentaryGroup	party.PGS	PGS	Primorsko goranski savez	-	-	Centar	https://en.wikipedia.org/wiki/Alliance_of_Primorje-Gorski_Kotar	-	-
HR	parliamentaryGroup	party.SBHS	SBHS	Slavonsko-baranjska hrvatska stranka	-	-	Desni centar	https://en.wikipedia.org/wiki/Croatian_Democratic_Alliance_of_Slavonia_and_Baranja	-	-
HR	parliamentaryGroup	party.SDAH	SDAH	Stranka demokratske akcije Hrvatske	-	-	Desni centar	https://en.wikipedia.org/wiki/Party_of_Democratic_Action_of_Croatia	-	-
HR	parliamentaryGroup	party.SDP	SDP	Socijaldemokratska partija Hrvatske	-	-	Lijevi centar	https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Croatia	3102	SDP
HR	parliamentaryGroup	party.SDSS	SDSS	Samostalna demokratska srpska stranka	-	-	Lijevi centar	https://en.wikipedia.org/wiki/Independent_Democratic_Serb_Party	3110	SDSS
HR	parliamentaryGroup	party.HRVATSKI_LABURISTI	Hrvatski laburisti	Hrvatski laburisti – Stranka rada	-	-	Lijevi centar do lijevo	https://en.wikipedia.org/wiki/Croatian_Labourists_–_Labour_Party	-	-
HR	parliamentaryGroup	party.HSD	HSD	Hrvatski socijaldemokrati	-	-	Lijevi centar	https://sh.wikipedia.org/wiki/Socijaldemokrati_(Hrvatska)	-	-
HR	parliamentaryGroup	party.BDSH	BDSH	Bošnjačka demokratska stranka Hrvatske	-	-	Lijevo	https://en.wikipedia.org/wiki/Bosniak_Democratic_Party_of_Croatia	-	-
HR	parliamentaryGroup	party.HGS	HGS	Hrvatska građanska stranka	-	-	Desno	https://en.wikipedia.org/wiki/Croatian_Civic_Party	-	-
HR	parliamentaryGroup	party.HSP_AS	HSP AS	Hrvatska stranka prava dr. Ante Starčević	-	-	Ekstremno desno	https://en.wikipedia.org/wiki/Croatian_Party_of_Rights_Dr._Ante_Star%C4%8Devi%C4%87	3113	HSP-AS
HR	parliamentaryGroup	party.ID	ID	Istarski demokrati	-	-	Centar do lijevi centar	https://en.wikipedia.org/wiki/Istrian_Democratic_Assembly	-	-
HR	parliamentaryGroup	party.NAPRIJED_HRVATSKA	Naprijed Hrvatska!	Naprijed Hrvatska!	-	-	Lijevi centar	https://en.wikipedia.org/wiki/Forward_Croatia-Progressive_Alliance	-	-
HR	parliamentaryGroup	party.NOVI_VAL	Novi val	Novi val - Stranka razvoja	-	-	-	https://hr.wikipedia.org/wiki/Novi_val_–_Stranka_razvoja	-	-
HR	parliamentaryGroup	party.ORAH	ORaH	Održivi razvoj Hrvatske	-	-	Lijevi centar do lijevo	https://en.wikipedia.org/wiki/Sustainable_Development_of_Croatia	3114	ORaH
HR	parliamentaryGroup	party.REFORMISTI	Reformisti	Narodna stranka–Reformisti	-	-	Centar	https://en.wikipedia.org/wiki/People's_Party_–_Reformists	-	-
HR	parliamentaryGroup	party.BM365	BM365	Bandić Milan 365 - Stranka rada i solidarnosti	-	-	Lijevi centar	https://en.wikipedia.org/wiki/Bandi%C4%87_Milan_365_%E2%80%93_Labour_and_Solidarity_Party	3117	MB|365
HR	parliamentaryGroup	party.BUZ	BUZ	Blok umirovljenici zajedno	-	-	Centar	https://hr.wikipedia.org/wiki/Blok_umirovljenici_zajedno	-	-
HR	parliamentaryGroup	party.HDS	HDS	Hrvatska demokršćanska stranka	-	-	Desni centar do desno	https://en.wikipedia.org/wiki/Croatian_Demochristian_Party	-	-
HR	parliamentaryGroup	party.HRAST	HRAST	Hrvatski rast	-	-	Desno	https://en.wikipedia.org/wiki/Croatian_Growth	-	-
HR	parliamentaryGroup	party.HRID	HRID	Hrvatska inicijativa za dijalog	-	-	-	-	-	-
HR	parliamentaryGroup	party.MOST	MOST	Most nezavisnih lista	-	-	Desni centar do desno	https://en.wikipedia.org/wiki/The_Bridge_(Croatia)	3115	Most
